stage_history_id,opportunity_id,from_stage,to_stage,stage_entered_date,stage_exited_date,days_in_stage,changed_by_user_id,is_regression
SH-8227,OPP-4555,Qualified Lead,Negotiation,2020-08-27,2020-09-10,14.0,USR-3017,0
SH-8228,OPP-4555,Opportunity,Negotiation,2020-09-10,2020-09-14,23.0,USR-3017,0
SH-8229,OPP-4556,,Qualified Lead,2016-08-20,2016-08-26,6.0,USR-3034,0
SH-8230,OPP-4556,Lead,Opportunity,2016-08-26,2016-09-10,15.0,USR-3034,0
SH-8231,OPP-4556,Qualified Lead,Negotiation,2016-09-10,2016-09-23,13.0,USR-3034,0
SH-8232,OPP-4556,Opportunity,Negotiation,2016-09-23,2016-10-08,11.0,USR-3034,0
SH-8233,OPP-4557,,Qualified Lead,2022-10-18,2022-10-21,3.0,USR-3005,0
SH-8234,OPP-4557,Lead,Opportunity,2022-10-21,2022-11-09,19.0,USR-3005,0
SH-8235,OPP-4557,Qualified Lead,Negotiation,2022-11-09,2023-01-01,53.0,USR-3005,0
SH-8236,OPP-4557,Opportunity,Negotiation,2023-01-01,2022-12-10,50.0,USR-3005,0
SH-8237,OPP-4558,,Qualified Lead,2022-01-07,2022-01-17,10.0,USR-3053,0
SH-8238,OPP-4558,Lead,Opportunity,2022-01-17,2022-02-01,15.0,USR-3053,0
SH-8239,OPP-4558,Qualified Lead,Negotiation,2022-02-01,2022-03-04,31.0,USR-3053,0
SH-8240,OPP-4558,Opportunity,Negotiation,2022-03-04,2022-04-08,41.0,USR-3053,0
SH-8241,OPP-4559,,Qualified Lead,2018-10-10,2018-10-21,11.0,USR-3054,0
SH-8242,OPP-4559,Lead,Opportunity,2018-10-21,2018-11-02,12.0,USR-3054,0
SH-8243,OPP-4559,Qualified Lead,Negotiation,2018-11-02,2018-11-15,13.0,USR-3054,0
SH-8244,OPP-4559,Opportunity,Negotiation,2018-11-15,2018-11-26,19.0,USR-3054,0
SH-8245,OPP-4560,,Qualified Lead,2017-04-22,2017-04-24,2.0,USR-3022,0
SH-8246,OPP-4560,Lead,Opportunity,2017-04-24,2017-05-03,9.0,USR-3022,0
SH-8247,OPP-4560,Qualified Lead,Negotiation,2017-05-03,2017-06-12,40.0,USR-3022,0
SH-8248,OPP-4560,Opportunity,Negotiation,2017-06-12,2017-06-25,39.0,USR-3022,0
SH-8249,OPP-4561,,Qualified Lead,2023-04-25,2023-05-01,6.0,USR-3026,0
SH-8250,OPP-4561,Lead,Opportunity,2023-05-01,2023-05-20,19.0,USR-3026,0
SH-8251,OPP-4561,Qualified Lead,Negotiation,2023-05-20,2023-07-21,62.0,USR-3026,0
SH-8252,OPP-4561,Opportunity,Negotiation,2023-07-21,2023-07-05,33.0,USR-3026,0
SH-8253,OPP-4562,,Qualified Lead,2021-03-24,2021-03-31,7.0,USR-3005,0
SH-8254,OPP-4562,Lead,Opportunity,2021-03-31,2021-04-17,17.0,USR-3005,0
SH-8255,OPP-4562,Qualified Lead,Negotiation,2021-04-17,2021-06-13,57.0,USR-3005,0
SH-8256,OPP-4562,Opportunity,Negotiation,2021-06-13,2021-06-07,13.0,USR-3005,0
SH-8257,OPP-4563,,Qualified Lead,2024-08-16,2024-08-18,2.0,USR-3006,0
SH-8258,OPP-4563,Lead,Opportunity,2024-08-18,2024-09-05,18.0,USR-3006,0
SH-8259,OPP-4563,Qualified Lead,Negotiation,2024-09-05,2024-10-04,29.0,USR-3006,0
SH-8260,OPP-4563,Opportunity,Negotiation,2024-10-04,2024-09-27,18.0,USR-3006,0
SH-8261,OPP-4564,,Qualified Lead,2018-09-15,2018-09-19,4.0,USR-3063,0
SH-8262,OPP-4564,Lead,Opportunity,2018-09-19,2018-09-27,8.0,USR-3063,0
SH-8263,OPP-4564,Qualified Lead,Negotiation,2018-09-27,2018-10-10,13.0,USR-3063,0
SH-8264,OPP-4564,Opportunity,Negotiation,2018-10-10,2018-10-19,8.0,USR-3063,0
SH-8265,OPP-4565,,Qualified Lead,2024-04-06,2024-04-17,11.0,USR-3010,0
SH-8266,OPP-4565,Lead,Opportunity,2024-04-17,2024-05-02,15.0,USR-3010,0
SH-8267,OPP-4565,Qualified Lead,Negotiation,2024-05-02,2024-05-18,16.0,USR-3010,0
SH-8268,OPP-4565,Opportunity,Negotiation,2024-05-18,2024-04-27,9.0,USR-3010,0
SH-8269,OPP-4566,,Qualified Lead,2022-05-24,2022-05-27,3.0,USR-3023,0
SH-8270,OPP-4566,Lead,Opportunity,2022-05-27,2022-06-11,15.0,USR-3023,0
SH-8271,OPP-4566,Qualified Lead,Negotiation,2022-06-11,2022-07-03,22.0,USR-3023,0
SH-8272,OPP-4566,Opportunity,Negotiation,2022-07-03,2022-07-24,19.0,USR-3023,0
SH-8273,OPP-4567,,Qualified Lead,2020-08-20,2020-08-30,10.0,USR-3063,0
SH-8274,OPP-4567,Lead,Opportunity,2020-08-30,2020-09-14,15.0,USR-3063,0
SH-8275,OPP-4567,Qualified Lead,Negotiation,2020-09-14,2020-10-13,29.0,USR-3063,0
SH-8276,OPP-4567,Opportunity,Negotiation,2020-10-13,2020-10-31,21.0,USR-3063,0
SH-8277,OPP-4568,,Qualified Lead,2023-10-04,2023-10-09,5.0,USR-3001,0
SH-8278,OPP-4568,Lead,Opportunity,2023-10-09,2023-10-22,13.0,USR-3001,0
SH-8279,OPP-4568,Qualified Lead,Negotiation,2023-10-22,2023-11-03,12.0,USR-3001,0
SH-8280,OPP-4568,Opportunity,Negotiation,2023-11-03,2023-11-10,10.0,USR-3001,0
SH-8281,OPP-4569,,Qualified Lead,2019-09-15,2019-09-19,4.0,USR-3075,0
SH-8282,OPP-4569,Lead,Opportunity,2019-09-19,2019-09-28,9.0,USR-3075,0
SH-8283,OPP-4569,Qualified Lead,Negotiation,2019-09-28,2019-10-28,30.0,USR-3075,0
SH-8284,OPP-4569,Opportunity,Negotiation,2019-10-28,2019-10-29,24.0,USR-3075,0
SH-8285,OPP-4570,,Qualified Lead,2018-05-24,2018-06-03,10.0,USR-3074,0
SH-8286,OPP-4570,Lead,Opportunity,2018-06-03,2018-06-10,7.0,USR-3074,0
SH-8287,OPP-4570,Qualified Lead,Negotiation,2018-06-10,2018-06-20,10.0,USR-3074,0
SH-8288,OPP-4570,Opportunity,Negotiation,2018-06-20,2018-10-07,24.0,USR-3074,0
SH-8289,OPP-4571,,Qualified Lead,2022-08-08,2022-08-13,5.0,USR-3032,0
SH-8290,OPP-4571,Lead,Opportunity,2022-08-13,2022-08-28,15.0,USR-3032,0
SH-8291,OPP-4571,Qualified Lead,Negotiation,2022-08-28,2022-09-27,30.0,USR-3032,0
SH-8292,OPP-4571,Opportunity,Negotiation,2022-09-27,2022-09-12,12.0,USR-3032,0
SH-8293,OPP-4572,,Qualified Lead,2020-05-22,2020-06-02,11.0,USR-3054,0
SH-8294,OPP-4572,Lead,Opportunity,2020-06-02,2020-06-19,17.0,USR-3054,0
SH-8295,OPP-4572,Qualified Lead,Negotiation,2020-06-19,2020-07-09,20.0,USR-3054,0
SH-8296,OPP-4572,Opportunity,Negotiation,2020-07-09,2020-06-24,18.0,USR-3054,0
SH-8297,OPP-4573,,Qualified Lead,2021-10-14,2021-10-21,7.0,USR-3058,0
SH-8298,OPP-4573,Lead,Opportunity,2021-10-21,2021-10-27,6.0,USR-3058,0
SH-8299,OPP-4573,Qualified Lead,Negotiation,2021-10-27,2021-12-01,35.0,USR-3058,0
SH-8300,OPP-4573,Opportunity,Negotiation,2021-12-01,2021-12-09,23.0,USR-3058,0
SH-8301,OPP-4574,,Qualified Lead,2015-04-18,2015-04-24,6.0,USR-3057,0
SH-8302,OPP-4574,Lead,Opportunity,2015-04-24,2015-05-09,15.0,USR-3057,0
SH-8303,OPP-4574,Qualified Lead,Negotiation,2015-05-09,2015-06-26,48.0,USR-3057,0
SH-8304,OPP-4574,Opportunity,Negotiation,2015-06-26,2015-06-16,39.0,USR-3057,0
SH-8305,OPP-4575,,Qualified Lead,2022-08-26,2022-09-07,12.0,USR-3004,0
SH-8306,OPP-4575,Lead,Opportunity,2022-09-07,2022-09-13,6.0,USR-3004,0
SH-8307,OPP-4575,Qualified Lead,Negotiation,2022-09-13,2022-10-05,22.0,USR-3004,0
SH-8308,OPP-4575,Opportunity,Negotiation,2022-10-05,2022-09-27,25.0,USR-3004,0
SH-8309,OPP-4576,,Qualified Lead,2022-11-03,2022-11-08,5.0,USR-3037,0
SH-8310,OPP-4576,Lead,Opportunity,2022-11-08,2022-11-28,20.0,USR-3037,0
SH-8311,OPP-4576,Qualified Lead,Negotiation,2022-11-28,2022-12-24,26.0,USR-3037,0
SH-8312,OPP-4576,Opportunity,Negotiation,2022-12-24,2023-01-06,23.0,USR-3037,0
SH-8313,OPP-4577,,Qualified Lead,2024-05-03,2024-05-14,11.0,USR-3066,0
SH-8314,OPP-4577,Lead,Opportunity,2024-05-14,2024-05-28,14.0,USR-3066,0
SH-8315,OPP-4577,Qualified Lead,Negotiation,2024-05-28,2024-07-16,49.0,USR-3066,0
SH-8316,OPP-4577,Opportunity,Negotiation,2024-07-16,2024-08-26,47.0,USR-3066,0
SH-8317,OPP-4578,,Qualified Lead,2017-03-20,2017-03-26,6.0,USR-3004,0
SH-8318,OPP-4578,Lead,Opportunity,2017-03-26,2017-04-08,13.0,USR-3004,0
SH-8319,OPP-4578,Qualified Lead,Negotiation,2017-04-08,2017-04-18,10.0,USR-3004,0
SH-8320,OPP-4578,Opportunity,Negotiation,2017-04-18,2017-04-08,19.0,USR-3004,0
SH-8321,OPP-4578,Negotiation,Opportunity,2017-05-11,,,USR-3004,1
SH-8322,OPP-4579,,Qualified Lead,2017-06-13,2017-06-24,11.0,USR-3001,0
SH-8323,OPP-4579,Lead,Opportunity,2017-06-24,2017-06-30,6.0,USR-3001,0
SH-8324,OPP-4579,Qualified Lead,Negotiation,2017-06-30,2017-07-28,28.0,USR-3001,0
SH-8325,OPP-4579,Opportunity,Negotiation,2017-07-28,2017-07-20,27.0,USR-3001,0
SH-8326,OPP-4580,,Qualified Lead,2024-12-12,2024-12-18,6.0,USR-3011,0
SH-8327,OPP-4580,Lead,Opportunity,2024-12-18,2024-12-24,6.0,USR-3011,0
SH-8328,OPP-4580,Qualified Lead,Opportunity,2024-12-24,,21.0,USR-3011,0
SH-8329,OPP-4581,,Qualified Lead,2019-11-26,2019-11-30,4.0,USR-3052,0
SH-8330,OPP-4581,Lead,Opportunity,2019-11-30,2019-12-08,8.0,USR-3052,0
SH-8331,OPP-4581,Qualified Lead,Negotiation,2019-12-08,2020-01-05,28.0,USR-3052,0
SH-8332,OPP-4581,Opportunity,Negotiation,2020-01-05,2020-01-10,23.0,USR-3052,0
SH-8333,OPP-4582,,Qualified Lead,2019-08-01,2019-08-03,2.0,USR-3035,0
SH-8334,OPP-4582,Lead,Opportunity,2019-08-03,2019-08-13,10.0,USR-3035,0
SH-8335,OPP-4582,Qualified Lead,Negotiation,2019-08-13,2019-08-23,10.0,USR-3035,0
SH-8336,OPP-4582,Opportunity,Negotiation,2019-08-23,2019-09-20,22.0,USR-3035,0
SH-8337,OPP-4583,,Qualified Lead,2022-05-02,2022-05-07,5.0,USR-3033,0
SH-8338,OPP-4583,Lead,Opportunity,2022-05-07,2022-05-13,6.0,USR-3033,0
SH-8339,OPP-4583,Qualified Lead,Negotiation,2022-05-13,2022-06-26,44.0,USR-3033,0
SH-8340,OPP-4583,Opportunity,Negotiation,2022-06-26,2022-07-03,39.0,USR-3033,0
SH-8341,OPP-4584,,Qualified Lead,2022-05-26,2022-06-02,7.0,USR-3026,0
SH-8342,OPP-4584,Lead,Opportunity,2022-06-02,2022-06-14,12.0,USR-3026,0
SH-8343,OPP-4584,Qualified Lead,Negotiation,2022-06-14,2022-06-24,10.0,USR-3026,0
SH-8344,OPP-4584,Opportunity,Negotiation,2022-06-24,2022-07-12,12.0,USR-3026,0
SH-8345,OPP-4585,,Qualified Lead,2016-07-22,2016-07-27,5.0,USR-3050,0
SH-8346,OPP-4585,Lead,Opportunity,2016-07-27,2016-08-07,11.0,USR-3050,0
SH-8347,OPP-4585,Qualified Lead,Negotiation,2016-08-07,2016-08-23,16.0,USR-3050,0
SH-8348,OPP-4585,Opportunity,Negotiation,2016-08-23,2016-08-24,19.0,USR-3050,0
SH-8349,OPP-4586,,Qualified Lead,2017-02-19,2017-02-28,9.0,USR-3038,0
SH-8350,OPP-4586,Lead,Opportunity,2017-02-28,2017-03-19,19.0,USR-3038,0
SH-8351,OPP-4586,Qualified Lead,Negotiation,2017-03-19,2017-04-01,13.0,USR-3038,0
SH-8352,OPP-4586,Opportunity,Negotiation,2017-04-01,2017-04-11,29.0,USR-3038,0
SH-8353,OPP-4587,,Qualified Lead,2023-02-04,2023-02-13,9.0,USR-3073,0
SH-8354,OPP-4587,Lead,Opportunity,2023-02-13,2023-02-22,9.0,USR-3073,0
SH-8355,OPP-4587,Qualified Lead,Negotiation,2023-02-22,2023-03-15,21.0,USR-3073,0
SH-8356,OPP-4587,Opportunity,Negotiation,2023-03-15,2023-04-27,14.0,USR-3073,0
SH-8357,OPP-4588,,Qualified Lead,2018-10-13,2018-10-16,3.0,USR-3007,0
SH-8358,OPP-4588,Lead,Opportunity,2018-10-16,2018-10-25,9.0,USR-3007,0
SH-8359,OPP-4588,Qualified Lead,Negotiation,2018-10-25,2018-11-26,32.0,USR-3007,0
SH-8360,OPP-4588,Opportunity,Negotiation,2018-11-26,2018-11-17,21.0,USR-3007,0
SH-8361,OPP-4589,,Qualified Lead,2020-08-03,2020-08-06,3.0,USR-3001,0
SH-8362,OPP-4589,Lead,Opportunity,2020-08-06,2020-08-18,12.0,USR-3001,0
SH-8363,OPP-4589,Qualified Lead,Negotiation,2020-08-18,2020-09-01,14.0,USR-3001,0
SH-8364,OPP-4589,Opportunity,Negotiation,2020-09-01,2020-09-12,18.0,USR-3001,0
SH-8365,OPP-4590,,Qualified Lead,2023-04-13,2023-04-18,5.0,USR-3010,0
SH-8366,OPP-4590,Lead,Opportunity,2023-04-18,2023-04-27,9.0,USR-3010,0
SH-8367,OPP-4590,Qualified Lead,Negotiation,2023-04-27,2023-05-29,32.0,USR-3010,0
SH-8368,OPP-4590,Opportunity,Negotiation,2023-05-29,2023-05-12,18.0,USR-3010,0
SH-8369,OPP-4591,,Qualified Lead,2022-12-09,2022-12-19,10.0,USR-3061,0
SH-8370,OPP-4591,Lead,Opportunity,2022-12-19,2023-01-01,13.0,USR-3061,0
SH-8371,OPP-4591,Qualified Lead,Negotiation,2023-01-01,2023-02-04,34.0,USR-3061,0
SH-8372,OPP-4591,Opportunity,Negotiation,2023-02-04,2023-03-04,27.0,USR-3061,0
SH-8373,OPP-4592,,Qualified Lead,2016-10-23,2016-10-25,2.0,USR-3057,0
SH-8374,OPP-4592,Lead,Opportunity,2016-10-25,2016-11-08,14.0,USR-3057,0
SH-8375,OPP-4592,Qualified Lead,Negotiation,2016-11-08,2017-01-05,58.0,USR-3057,0
SH-8376,OPP-4592,Opportunity,Negotiation,2017-01-05,2017-01-18,12.0,USR-3057,0
SH-8377,OPP-4593,,Qualified Lead,2019-07-18,2019-07-27,9.0,USR-3059,0
SH-8378,OPP-4593,Lead,Opportunity,2019-07-27,2019-08-09,13.0,USR-3059,0
SH-8379,OPP-4593,Qualified Lead,Negotiation,2019-08-09,2019-08-24,15.0,USR-3059,0
SH-8380,OPP-4593,Opportunity,Negotiation,2019-08-24,2019-08-10,11.0,USR-3059,0
SH-8381,OPP-4594,,Qualified Lead,2020-03-25,2020-04-06,12.0,USR-3058,0
SH-8382,OPP-4594,Lead,Opportunity,2020-04-06,2020-04-14,8.0,USR-3058,0
SH-8383,OPP-4594,Qualified Lead,Negotiation,2020-04-14,2020-04-29,15.0,USR-3058,0
SH-8384,OPP-4594,Opportunity,Negotiation,2020-04-29,2020-06-04,27.0,USR-3058,0
SH-8385,OPP-4595,,Qualified Lead,2018-01-16,2018-01-22,6.0,USR-3005,0
SH-8386,OPP-4595,Lead,Opportunity,2018-01-22,2018-02-05,14.0,USR-3005,0
SH-8387,OPP-4595,Qualified Lead,Negotiation,2018-02-05,2018-03-07,30.0,USR-3005,0
SH-8388,OPP-4595,Opportunity,Negotiation,2018-03-07,2018-02-14,23.0,USR-3005,0
SH-8389,OPP-4596,,Qualified Lead,2018-09-16,2018-09-18,2.0,USR-3070,0
SH-8390,OPP-4596,Lead,Opportunity,2018-09-18,2018-09-27,9.0,USR-3070,0
SH-8391,OPP-4596,Qualified Lead,Negotiation,2018-09-27,2018-10-28,31.0,USR-3070,0
SH-8392,OPP-4596,Opportunity,Negotiation,2018-10-28,2018-11-16,16.0,USR-3070,0
SH-8393,OPP-4597,,Qualified Lead,2017-08-16,2017-08-19,3.0,USR-3027,0
SH-8394,OPP-4597,Lead,Opportunity,2017-08-19,2017-08-24,5.0,USR-3027,0
SH-8395,OPP-4597,Qualified Lead,Negotiation,2017-08-24,2017-09-24,31.0,USR-3027,0
SH-8396,OPP-4597,Opportunity,Negotiation,2017-09-24,2017-10-11,9.0,USR-3027,0
SH-8397,OPP-4598,,Qualified Lead,2022-08-11,2022-08-21,10.0,USR-3041,0
SH-8398,OPP-4598,Lead,Opportunity,2022-08-21,2022-08-28,7.0,USR-3041,0
SH-8399,OPP-4598,Qualified Lead,Negotiation,2022-08-28,2022-09-07,10.0,USR-3041,0
SH-8400,OPP-4598,Opportunity,Negotiation,2022-09-07,2022-10-15,38.0,USR-3041,0
SH-8401,OPP-4599,,Qualified Lead,2024-12-21,2024-12-30,9.0,USR-3007,0
SH-8402,OPP-4599,Lead,Opportunity,2024-12-30,2024-12-31,20.0,USR-3007,0
SH-8403,OPP-4599,Qualified Lead,Negotiation,2024-12-31,2024-12-31,31.0,USR-3007,0
SH-8404,OPP-4599,Opportunity,Negotiation,2024-12-31,2024-12-31,25.0,USR-3007,0
SH-8405,OPP-4600,,Qualified Lead,2023-04-19,2023-04-28,9.0,USR-3070,0
SH-8406,OPP-4600,Lead,Opportunity,2023-04-28,2023-05-10,12.0,USR-3070,0
SH-8407,OPP-4600,Qualified Lead,Negotiation,2023-05-10,2023-05-20,10.0,USR-3070,0
SH-8408,OPP-4600,Opportunity,Negotiation,2023-05-20,2023-06-18,26.0,USR-3070,0
SH-8409,OPP-4601,,Qualified Lead,2016-06-07,2016-06-14,7.0,USR-3008,0
SH-8410,OPP-4601,Lead,Opportunity,2016-06-14,2016-06-22,8.0,USR-3008,0
SH-8411,OPP-4601,Qualified Lead,Negotiation,2016-06-22,2016-07-24,32.0,USR-3008,0
SH-8412,OPP-4601,Opportunity,Negotiation,2016-07-24,2016-06-22,16.0,USR-3008,0
SH-8413,OPP-4602,,Qualified Lead,2021-11-11,2021-11-19,8.0,USR-3059,0
SH-8414,OPP-4602,Lead,Opportunity,2021-11-19,2021-11-24,5.0,USR-3059,0
SH-8415,OPP-4602,Qualified Lead,Negotiation,2021-11-24,2021-12-18,24.0,USR-3059,0
SH-8416,OPP-4602,Opportunity,Negotiation,2021-12-18,2021-12-29,13.0,USR-3059,0
SH-8417,OPP-4603,,Qualified Lead,2023-04-26,2023-04-30,4.0,USR-3037,0
SH-8418,OPP-4603,Lead,Opportunity,2023-04-30,2023-05-06,6.0,USR-3037,0
SH-8419,OPP-4603,Qualified Lead,Negotiation,2023-05-06,2023-05-25,19.0,USR-3037,0
SH-8420,OPP-4603,Opportunity,Negotiation,2023-05-25,2023-06-18,8.0,USR-3037,0
SH-8421,OPP-4604,,Qualified Lead,2016-07-05,2016-07-09,4.0,USR-3032,0
SH-8422,OPP-4604,Lead,Opportunity,2016-07-09,2016-07-23,14.0,USR-3032,0
SH-8423,OPP-4604,Qualified Lead,Negotiation,2016-07-23,2016-08-02,10.0,USR-3032,0
SH-8424,OPP-4604,Opportunity,Negotiation,2016-08-02,2016-08-09,16.0,USR-3032,0
SH-8425,OPP-4605,,Qualified Lead,2019-09-11,2019-09-13,2.0,USR-3033,0
SH-8426,OPP-4605,Lead,Opportunity,2019-09-13,2019-09-21,8.0,USR-3033,0
SH-8427,OPP-4605,Qualified Lead,Negotiation,2019-09-21,2019-10-11,20.0,USR-3033,0
SH-8428,OPP-4605,Opportunity,Negotiation,2019-10-11,2019-10-31,11.0,USR-3033,0
SH-8429,OPP-4606,,Qualified Lead,2019-11-02,2019-11-09,7.0,USR-3044,0
SH-8430,OPP-4606,Lead,Opportunity,2019-11-09,2019-11-27,18.0,USR-3044,0
SH-8431,OPP-4606,Qualified Lead,Negotiation,2019-11-27,2020-01-21,55.0,USR-3044,0
SH-8432,OPP-4606,Opportunity,Negotiation,2020-01-21,2020-01-10,47.0,USR-3044,0
SH-8433,OPP-4607,,Qualified Lead,2021-12-08,2021-12-13,5.0,USR-3065,0
SH-8434,OPP-4607,Lead,Opportunity,2021-12-13,2021-12-27,14.0,USR-3065,0
SH-8435,OPP-4607,Qualified Lead,Negotiation,2021-12-27,2022-01-12,16.0,USR-3065,0
SH-8436,OPP-4607,Opportunity,Negotiation,2022-01-12,2022-03-02,19.0,USR-3065,0
SH-8437,OPP-4608,,Qualified Lead,2021-09-13,2021-09-20,7.0,USR-3037,0
SH-8438,OPP-4608,Lead,Opportunity,2021-09-20,2021-10-06,16.0,USR-3037,0
SH-8439,OPP-4608,Qualified Lead,Negotiation,2021-10-06,2021-10-17,11.0,USR-3037,0
SH-8440,OPP-4608,Opportunity,Negotiation,2021-10-17,2021-11-07,9.0,USR-3037,0
SH-8441,OPP-4609,,Qualified Lead,2016-10-01,2016-10-03,2.0,USR-3048,0
SH-8442,OPP-4609,Lead,Opportunity,2016-10-03,2016-10-16,13.0,USR-3048,0
SH-8443,OPP-4609,Qualified Lead,Negotiation,2016-10-16,2016-11-02,17.0,USR-3048,0
SH-8444,OPP-4609,Opportunity,Negotiation,2016-11-02,2016-11-16,9.0,USR-3048,0
SH-8445,OPP-4610,,Qualified Lead,2019-10-22,2019-11-01,10.0,USR-3052,0
SH-8446,OPP-4610,Lead,Opportunity,2019-11-01,2019-11-19,18.0,USR-3052,0
SH-8447,OPP-4610,Qualified Lead,Negotiation,2019-11-19,2019-12-16,27.0,USR-3052,0
SH-8448,OPP-4610,Opportunity,Negotiation,2019-12-16,2019-12-19,20.0,USR-3052,0
SH-8449,OPP-4611,,Qualified Lead,2018-01-08,2018-01-17,9.0,USR-3037,0
SH-8450,OPP-4611,Lead,Opportunity,2018-01-17,2018-02-02,16.0,USR-3037,0
SH-8451,OPP-4611,Qualified Lead,Negotiation,2018-02-02,2018-03-08,34.0,USR-3037,0
SH-8452,OPP-4611,Opportunity,Negotiation,2018-03-08,2018-04-07,25.0,USR-3037,0
SH-8453,OPP-4612,,Qualified Lead,2021-08-06,2021-08-17,11.0,USR-3050,0
SH-8454,OPP-4612,Lead,Opportunity,2021-08-17,2021-08-28,11.0,USR-3050,0
SH-8455,OPP-4612,Qualified Lead,Negotiation,2021-08-28,2021-09-19,22.0,USR-3050,0
SH-8456,OPP-4612,Opportunity,Negotiation,2021-09-19,2021-09-28,14.0,USR-3050,0
SH-8457,OPP-4613,,Qualified Lead,2022-09-17,2022-09-21,4.0,USR-3058,0
SH-8458,OPP-4613,Lead,Opportunity,2022-09-21,2022-09-27,6.0,USR-3058,0
SH-8459,OPP-4613,Qualified Lead,Negotiation,2022-09-27,2022-10-25,28.0,USR-3058,0
SH-8460,OPP-4613,Opportunity,Negotiation,2022-10-25,2022-10-30,16.0,USR-3058,0
SH-8461,OPP-4614,,Qualified Lead,2023-09-19,2023-09-22,3.0,USR-3072,0
SH-8462,OPP-4614,Lead,Opportunity,2023-09-22,2023-10-10,18.0,USR-3072,0
SH-8463,OPP-4614,Qualified Lead,Negotiation,2023-10-10,2023-11-05,26.0,USR-3072,0
SH-8464,OPP-4614,Opportunity,Negotiation,2023-11-05,2023-10-28,18.0,USR-3072,0
SH-8465,OPP-4615,,Qualified Lead,2024-04-24,2024-05-05,11.0,USR-3023,0
SH-8466,OPP-4615,Lead,Opportunity,2024-05-05,2024-05-10,5.0,USR-3023,0
SH-8467,OPP-4615,Qualified Lead,Negotiation,2024-05-10,2024-06-11,32.0,USR-3023,0
SH-8468,OPP-4615,Opportunity,Negotiation,2024-06-11,2024-06-08,23.0,USR-3023,0
SH-8469,OPP-4616,,Qualified Lead,2016-02-01,2016-02-03,2.0,USR-3048,0
SH-8470,OPP-4616,Lead,Opportunity,2016-02-03,2016-02-10,7.0,USR-3048,0
SH-8471,OPP-4616,Qualified Lead,Negotiation,2016-02-10,2016-04-08,58.0,USR-3048,0
SH-8472,OPP-4616,Opportunity,Negotiation,2016-04-08,2016-04-24,26.0,USR-3048,0
SH-8473,OPP-4617,,Qualified Lead,2018-04-14,2018-04-24,10.0,USR-3074,0
SH-8474,OPP-4617,Lead,Opportunity,2018-04-24,2018-05-14,20.0,USR-3074,0
SH-8475,OPP-4617,Qualified Lead,Negotiation,2018-05-14,2018-05-25,11.0,USR-3074,0
SH-8476,OPP-4617,Opportunity,Negotiation,2018-05-25,2018-07-01,27.0,USR-3074,0
SH-8477,OPP-4618,,Qualified Lead,2017-09-22,2017-10-01,9.0,USR-3024,0
SH-8478,OPP-4618,Lead,Opportunity,2017-10-01,2017-10-13,12.0,USR-3024,0
SH-8479,OPP-4618,Qualified Lead,Negotiation,2017-10-13,2017-12-01,49.0,USR-3024,0
SH-8480,OPP-4618,Opportunity,Negotiation,2017-12-01,2017-11-20,15.0,USR-3024,0
SH-8481,OPP-4619,,Qualified Lead,2015-08-03,2015-08-11,8.0,USR-3050,0
SH-8482,OPP-4619,Lead,Opportunity,2015-08-11,2015-08-30,19.0,USR-3050,0
SH-8483,OPP-4619,Qualified Lead,Negotiation,2015-08-30,2015-09-26,27.0,USR-3050,0
SH-8484,OPP-4619,Opportunity,Negotiation,2015-09-26,2015-09-29,14.0,USR-3050,0
SH-8485,OPP-4620,,Qualified Lead,2021-01-03,2021-01-11,8.0,USR-3061,0
SH-8486,OPP-4620,Lead,Opportunity,2021-01-11,2021-01-24,13.0,USR-3061,0
SH-8487,OPP-4620,Qualified Lead,Negotiation,2021-01-24,2021-02-13,20.0,USR-3061,0
SH-8488,OPP-4620,Opportunity,Negotiation,2021-02-13,2021-04-11,28.0,USR-3061,0
SH-8489,OPP-4621,,Qualified Lead,2024-01-19,2024-01-29,10.0,USR-3000,0
SH-8490,OPP-4621,Lead,Opportunity,2024-01-29,2024-02-08,10.0,USR-3000,0
SH-8491,OPP-4621,Qualified Lead,Negotiation,2024-02-08,2024-03-04,25.0,USR-3000,0
SH-8492,OPP-4621,Opportunity,Negotiation,2024-03-04,2024-03-24,16.0,USR-3000,0
SH-8493,OPP-4622,,Qualified Lead,2020-12-24,2021-01-05,12.0,USR-3023,0
SH-8494,OPP-4622,Lead,Opportunity,2021-01-05,2021-01-16,11.0,USR-3023,0
SH-8495,OPP-4622,Qualified Lead,Negotiation,2021-01-16,2021-03-06,49.0,USR-3023,0
SH-8496,OPP-4622,Opportunity,Negotiation,2021-03-06,2021-02-25,33.0,USR-3023,0
SH-8497,OPP-4623,,Qualified Lead,2022-06-14,2022-06-22,8.0,USR-3034,0
SH-8498,OPP-4623,Lead,Opportunity,2022-06-22,2022-07-06,14.0,USR-3034,0
SH-8499,OPP-4623,Qualified Lead,Negotiation,2022-07-06,2022-08-07,32.0,USR-3034,0
SH-8500,OPP-4623,Opportunity,Negotiation,2022-08-07,2022-07-09,28.0,USR-3034,0
SH-8501,OPP-4624,,Qualified Lead,2024-06-28,2024-07-07,9.0,USR-3023,0
SH-8502,OPP-4624,Lead,Opportunity,2024-07-07,2024-07-18,11.0,USR-3023,0
SH-8503,OPP-4624,Qualified Lead,Negotiation,2024-07-18,2024-08-01,14.0,USR-3023,0
