contract_id,opportunity_id,account_id,contract_start_date,contract_end_date,contract_duration_months,contract_value,payment_terms,signed_date,contract_status,has_royalty_clause,royalty_pct,royalty_threshold_usd,number_of_revisions
CON-8213,OPP-4297,ACC-1204,2021-08-20,2023-08-10,24,1180500,Upon signing,2021-08-20,Renewed,1,13.4,1535000.0,4
CON-8214,OPP-4299,ACC-1112,2021-10-19,2023-10-09,24,712000,Monthly instalments,2021-10-19,Expired,1,10.2,926000.0,4
CON-8215,OPP-4300,ACC-1158,2023-07-09,2024-12-30,18,357000,Net 60,2023-07-09,Expired,1,10.0,464000.0,4
CON-8216,OPP-4301,ACC-1171,2019-09-05,2020-03-03,6,116500,Upon signing,2019-09-05,Active,0,,,4
CON-8217,OPP-4302,ACC-1051,2019-08-03,2020-07-28,12,552000,Net 60,2019-08-03,Renewed,1,8.0,718000.0,2
CON-8218,OPP-4303,ACC-1163,2019-03-13,2019-09-09,6,527000,50% upfront / 50% on delivery,2019-03-13,Renewed,1,10.8,685000.0,3
CON-8219,OPP-4304,ACC-1194,2018-09-30,2019-03-29,6,51000,Net 30,2018-09-30,Expired,0,,,3
CON-8220,OPP-4305,ACC-1047,2017-02-17,2018-02-12,12,138000,Monthly instalments,2017-02-17,Renewed,0,,,3
CON-8221,OPP-4306,ACC-1090,2023-11-10,2025-05-03,18,141500,Monthly instalments,2023-11-10,Active,0,,,1
CON-8222,OPP-4307,ACC-1003,2024-12-31,2026-06-24,18,251000,Net 30,2024-12-31,Active,1,7.3,326000.0,1
CON-8223,OPP-4308,ACC-1163,2015-12-08,2016-12-02,12,458000,Net 30,2015-12-08,Active,1,6.5,595000.0,1
CON-8224,OPP-4310,ACC-1195,2016-05-27,2017-05-22,12,201000,Upon signing,2016-05-27,Expired,0,,,2
CON-8225,OPP-4311,ACC-1162,2023-03-12,2023-09-08,6,500000,Upon signing,2023-03-12,Active,0,,,4
CON-8226,OPP-4312,ACC-1191,2022-09-24,2023-09-19,12,119500,50% upfront / 50% on delivery,2022-09-24,Expired,0,,,1
CON-8227,OPP-4313,ACC-1050,2024-08-03,2026-07-24,24,143500,Monthly instalments,2024-08-03,Expired,0,,,2
CON-8228,OPP-4316,ACC-1181,2021-11-06,2023-10-27,24,350000,Net 30,2021-11-06,Renewed,0,,,4
CON-8229,OPP-4318,ACC-1185,2023-10-15,2025-10-04,24,234500,Net 30,2023-10-15,Expired,0,,,1
CON-8230,OPP-4320,ACC-1175,2020-07-06,2021-01-02,6,110000,50% upfront / 50% on delivery,2020-07-06,Active,0,,,0
CON-8231,OPP-4321,ACC-1123,2017-11-11,2019-11-01,24,350000,Net 60,2017-11-11,Active,0,,,1
CON-8232,OPP-4322,ACC-1007,2017-04-18,2020-04-02,36,162500,50% upfront / 50% on delivery,2017-04-18,Active,0,,,1
CON-8233,OPP-4323,ACC-1190,2021-02-02,2024-01-18,36,132500,50% upfront / 50% on delivery,2021-02-02,Active,0,,,1
CON-8234,OPP-4326,ACC-1109,2019-03-31,2020-09-21,18,111000,Net 30,2019-03-31,Renewed,0,,,1
CON-8235,OPP-4327,ACC-1054,2021-06-10,2023-05-31,24,143000,50% upfront / 50% on delivery,2021-06-10,Cancelled,0,,,1
CON-8236,OPP-4328,ACC-1146,2022-09-15,2023-03-14,6,134500,Net 30,2022-09-15,Active,0,,,1
CON-8237,OPP-4329,ACC-1115,2022-10-19,2025-10-03,36,149000,Monthly instalments,2022-10-19,Active,0,,,0
CON-8238,OPP-4332,ACC-1176,2018-03-30,2021-03-14,36,105500,50% upfront / 50% on delivery,2018-03-30,Active,0,,,5
CON-8239,OPP-4334,ACC-1217,2022-11-07,2025-10-22,36,108000,Net 30,2022-11-07,Active,0,,,0
CON-8240,OPP-4335,ACC-1182,2019-12-14,2022-11-28,36,245000,Net 30,2019-12-14,Active,0,,,0
CON-8241,OPP-4336,ACC-1119,2017-03-09,2018-08-31,18,96500,Monthly instalments,2017-03-09,Active,0,,,5
CON-8242,OPP-4338,ACC-1037,2024-10-19,2025-10-14,12,433000,50% upfront / 50% on delivery,2024-10-19,Renewed,0,,,2
CON-8243,OPP-4339,ACC-1090,2018-07-26,2021-07-10,36,897000,Net 30,2018-07-26,Renewed,1,13.7,1166000.0,0
CON-8244,OPP-4340,ACC-1049,2017-04-19,2020-04-03,36,72000,Net 60,2017-04-19,Renewed,0,,,5
CON-8245,OPP-4342,ACC-1126,2017-06-18,2019-06-08,24,87500,Upon signing,2017-06-18,Expired,0,,,3
CON-8246,OPP-4343,ACC-1189,2023-11-22,2025-11-11,24,228000,Upon signing,2023-11-22,Active,0,,,0
CON-8247,OPP-4344,ACC-1109,2015-12-28,2018-12-12,36,116000,50% upfront / 50% on delivery,2015-12-28,Expired,0,,,5
CON-8248,OPP-4345,ACC-1063,2016-12-14,2019-11-29,36,191000,Net 30,2016-12-14,Cancelled,0,,,5
CON-8249,OPP-4346,ACC-1115,2024-01-23,2024-07-21,6,280000,Monthly instalments,2024-01-23,Active,0,,,5
CON-8250,OPP-4349,ACC-1100,2024-06-08,2027-05-24,36,327500,50% upfront / 50% on delivery,2024-06-08,Active,0,,,2
CON-8251,OPP-4350,ACC-1073,2024-09-12,2025-09-07,12,279500,Net 60,2024-09-12,Renewed,0,,,5
CON-8252,OPP-4351,ACC-1003,2015-06-17,2018-06-01,36,120500,Upon signing,2015-06-17,Active,0,,,3
CON-8253,OPP-4353,ACC-1056,2020-09-18,2022-09-08,24,706500,Upon signing,2020-09-18,Expired,1,8.0,918000.0,3
CON-8254,OPP-4354,ACC-1144,2022-07-03,2022-12-30,6,134500,Net 30,2022-07-03,Active,0,,,2
CON-8255,OPP-4355,ACC-1076,2021-08-13,2022-02-09,6,129000,Net 30,2021-08-13,Active,0,,,0
CON-8256,OPP-4356,ACC-1105,2015-10-06,2017-09-25,24,350000,Net 60,2015-10-06,Active,0,,,0
CON-8257,OPP-4357,ACC-1075,2023-08-10,2024-08-04,12,249000,Net 30,2023-08-10,Renewed,0,,,2
CON-8258,OPP-4358,ACC-1085,2023-09-16,2026-08-31,36,224500,Monthly instalments,2023-09-16,Active,0,,,4
CON-8259,OPP-4360,ACC-1030,2016-05-29,2017-05-24,12,103500,Net 30,2016-05-29,Active,0,,,2
CON-8260,OPP-4361,ACC-1209,2023-10-20,2025-10-09,24,355500,Net 30,2023-10-20,Expired,0,,,2
CON-8261,OPP-4362,ACC-1043,2023-09-27,2026-09-11,36,101500,Net 30,2023-09-27,Renewed,0,,,0
CON-8262,OPP-4363,ACC-1118,2023-04-09,2023-10-06,6,315500,50% upfront / 50% on delivery,2023-04-09,Active,0,,,5
CON-8263,OPP-4364,ACC-1113,2024-08-02,2027-07-18,36,269500,50% upfront / 50% on delivery,2024-08-02,Renewed,0,,,2
CON-8264,OPP-4365,ACC-1053,2024-11-23,2026-11-13,24,1076500,50% upfront / 50% on delivery,2024-11-23,Expired,1,13.8,1399000.0,4
CON-8265,OPP-4367,ACC-1089,2016-04-02,2016-09-29,6,73500,Net 30,2016-04-02,Renewed,0,,,0
CON-8266,OPP-4368,ACC-1026,2023-07-16,2024-01-12,6,176500,50% upfront / 50% on delivery,2023-07-16,Active,0,,,2
CON-8267,OPP-4369,ACC-1044,2016-09-18,2017-03-17,6,127500,Net 30,2016-09-18,Active,0,,,2
CON-8268,OPP-4370,ACC-1051,2020-11-01,2022-10-22,24,268500,Monthly instalments,2020-11-01,Expired,0,,,2
CON-8269,OPP-4371,ACC-1198,2021-12-30,2024-12-14,36,355000,Monthly instalments,2021-12-30,Expired,1,10.2,462000.0,4
CON-8270,OPP-4372,ACC-1128,2020-02-02,2021-07-26,18,313000,Upon signing,2020-02-02,Expired,0,,,2
CON-8271,OPP-4373,ACC-1200,2016-09-15,2017-09-10,12,163000,Net 30,2016-09-15,Cancelled,0,,,4
CON-8272,OPP-4374,ACC-1073,2021-05-07,2023-04-27,24,93000,Net 60,2021-05-07,Expired,0,,,4
CON-8273,OPP-4375,ACC-1008,2020-06-18,2022-06-08,24,178000,Net 60,2020-06-18,Expired,1,6.6,231000.0,4
CON-8274,OPP-4376,ACC-1156,2019-04-06,2020-09-27,18,280000,Net 60,2019-04-06,Renewed,0,,,2
CON-8275,OPP-4380,ACC-1011,2019-10-05,2020-09-29,12,266000,Monthly instalments,2019-10-05,Active,0,,,5
CON-8276,OPP-4381,ACC-1180,2024-12-31,2027-12-16,36,188500,Net 60,2024-12-31,Expired,0,,,3
CON-8277,OPP-4383,ACC-1009,2022-10-31,2023-04-29,6,500000,Upon signing,2022-10-31,Active,0,,,2
CON-8278,OPP-4384,ACC-1071,2022-02-22,2025-02-06,36,288000,Monthly instalments,2022-02-22,Renewed,1,7.1,374000.0,1
CON-8279,OPP-4386,ACC-1219,2020-12-11,2021-06-09,6,230500,Net 60,2020-12-11,Active,0,,,4
CON-8280,OPP-4387,ACC-1021,2023-06-30,2026-06-14,36,160500,Monthly instalments,2023-06-30,Expired,0,,,1
CON-8281,OPP-4388,ACC-1003,2020-01-04,2020-07-02,6,254000,Monthly instalments,2020-01-04,Expired,1,12.1,330000.0,1
CON-8282,OPP-4390,ACC-1032,2022-05-06,2023-10-28,18,65000,Upon signing,2022-05-06,Active,0,,,4
CON-8283,OPP-4392,ACC-1083,2023-10-29,2025-10-18,24,103000,Net 60,2023-10-29,Renewed,0,,,5
CON-8284,OPP-4393,ACC-1120,2022-04-21,2023-10-13,18,1200000,50% upfront / 50% on delivery,2022-04-21,Expired,1,10.7,1560000.0,2
CON-8285,OPP-4394,ACC-1200,2024-08-03,2025-07-29,12,49500,Monthly instalments,2024-08-03,Active,0,,,3
CON-8286,OPP-4396,ACC-1059,2020-01-16,2022-12-31,36,241500,Upon signing,2020-01-16,Cancelled,0,,,5
CON-8287,OPP-4398,ACC-1080,2016-09-10,2019-08-26,36,136500,Upon signing,2016-09-10,Active,0,,,1
CON-8288,OPP-4399,ACC-1182,2023-04-21,2025-04-10,24,81500,Net 60,2023-04-21,Renewed,0,,,0
CON-8289,OPP-4400,ACC-1178,2022-05-09,2023-05-04,12,167000,Monthly instalments,2022-05-09,Expired,0,,,0
CON-8290,OPP-4401,ACC-1189,2019-09-25,2021-03-18,18,269000,Monthly instalments,2019-09-25,Active,1,13.5,350000.0,4
CON-8291,OPP-4402,ACC-1172,2020-10-05,2021-09-30,12,51500,50% upfront / 50% on delivery,2020-10-05,Renewed,0,,,1
CON-8292,OPP-4404,ACC-1088,2017-06-20,2017-12-17,6,144000,Upon signing,2017-06-20,Active,0,,,0
CON-8293,OPP-4407,ACC-1090,2023-05-23,2024-05-17,12,459500,Upon signing,2023-05-23,Active,1,14.2,597000.0,1
CON-8294,OPP-4408,ACC-1180,2024-02-01,2026-01-21,24,164000,50% upfront / 50% on delivery,2024-02-01,Active,0,,,2
CON-8295,OPP-4409,ACC-1172,2018-05-21,2019-05-16,12,260500,Monthly instalments,2018-05-21,Cancelled,0,,,5
CON-8296,OPP-4410,ACC-1000,2016-10-27,2019-10-12,36,391500,Net 60,2016-10-27,Renewed,1,13.2,509000.0,3
CON-8297,OPP-4411,ACC-1076,2024-11-20,2025-11-15,12,283500,Monthly instalments,2024-11-20,Expired,0,,,1
CON-8298,OPP-4413,ACC-1153,2022-03-21,2023-09-12,18,500000,50% upfront / 50% on delivery,2022-03-21,Renewed,0,,,3
CON-8299,OPP-4417,ACC-1009,2023-10-25,2025-10-14,24,259500,Net 60,2023-10-25,Renewed,0,,,1
CON-8300,OPP-4418,ACC-1008,2023-12-31,2026-12-15,36,116000,50% upfront / 50% on delivery,2023-12-31,Expired,0,,,5
CON-8301,OPP-4419,ACC-1005,2023-09-23,2024-03-21,6,59500,Monthly instalments,2023-09-23,Expired,0,,,0
CON-8302,OPP-4420,ACC-1077,2020-04-09,2023-03-25,36,82500,Upon signing,2020-04-09,Active,0,,,2
CON-8303,OPP-4421,ACC-1129,2021-02-09,2023-01-30,24,443500,Monthly instalments,2021-02-09,Renewed,1,6.4,577000.0,0
CON-8304,OPP-4422,ACC-1197,2020-10-06,2022-09-26,24,1200000,Net 30,2020-10-06,Active,1,6.5,1560000.0,1
CON-8305,OPP-4425,ACC-1026,2022-08-10,2023-08-05,12,160500,Upon signing,2022-08-10,Expired,0,,,4
CON-8306,OPP-4427,ACC-1133,2022-07-30,2023-07-25,12,228500,Net 60,2022-07-30,Expired,0,,,3
CON-8307,OPP-4428,ACC-1191,2017-11-25,2019-05-19,18,160500,Net 30,2017-11-25,Active,0,,,1
CON-8308,OPP-4429,ACC-1051,2021-06-03,2023-05-24,24,172500,Upon signing,2021-06-03,Active,0,,,0
CON-8309,OPP-4433,ACC-1061,2020-08-01,2021-07-27,12,324500,Net 60,2020-08-01,Expired,0,,,3
CON-8310,OPP-4434,ACC-1182,2023-11-10,2025-05-03,18,797500,Net 30,2023-11-10,Active,1,9.3,1037000.0,1
CON-8311,OPP-4435,ACC-1197,2023-06-22,2025-06-11,24,109000,50% upfront / 50% on delivery,2023-06-22,Active,0,,,0
CON-8312,OPP-4436,ACC-1001,2020-01-16,2021-07-09,18,131000,Upon signing,2020-01-16,Active,0,,,5
CON-8313,OPP-4437,ACC-1070,2024-12-31,2025-06-29,6,342500,Upon signing,2024-12-31,Active,0,,,5
CON-8314,OPP-4438,ACC-1180,2024-04-16,2026-04-06,24,208500,Monthly instalments,2024-04-16,Active,0,,,2
CON-8315,OPP-4440,ACC-1016,2023-10-28,2025-10-17,24,380500,Upon signing,2023-10-28,Renewed,0,,,3
CON-8316,OPP-4442,ACC-1151,2023-12-22,2025-12-11,24,160500,50% upfront / 50% on delivery,2023-12-22,Active,0,,,2
CON-8317,OPP-4443,ACC-1013,2022-05-05,2023-04-30,12,500000,Monthly instalments,2022-05-05,Renewed,0,,,4
CON-8318,OPP-4445,ACC-1088,2018-12-14,2019-06-12,6,500000,50% upfront / 50% on delivery,2018-12-14,Renewed,0,,,1
CON-8319,OPP-4446,ACC-1132,2021-08-17,2023-08-07,24,121000,50% upfront / 50% on delivery,2021-08-17,Active,0,,,2
CON-8320,OPP-4447,ACC-1040,2021-07-07,2022-07-02,12,328000,Monthly instalments,2021-07-07,Expired,1,7.4,426000.0,3
CON-8321,OPP-4448,ACC-1116,2023-08-17,2026-08-01,36,116000,Upon signing,2023-08-17,Active,0,,,4
CON-8322,OPP-4449,ACC-1195,2020-12-25,2023-12-10,36,207500,Upon signing,2020-12-25,Active,1,13.1,270000.0,0
CON-8323,OPP-4450,ACC-1023,2023-05-09,2026-04-23,36,124500,Net 60,2023-05-09,Active,0,,,1
CON-8324,OPP-4451,ACC-1219,2020-11-16,2021-05-15,6,38500,Monthly instalments,2020-11-16,Active,0,,,1
CON-8325,OPP-4452,ACC-1178,2024-11-04,2026-04-28,18,241000,Net 60,2024-11-04,Active,0,,,1
CON-8326,OPP-4453,ACC-1152,2021-08-24,2022-08-19,12,976500,50% upfront / 50% on delivery,2021-08-24,Expired,1,14.5,1269000.0,0
CON-8327,OPP-4455,ACC-1008,2024-07-28,2025-01-24,6,58000,50% upfront / 50% on delivery,2024-07-28,Cancelled,0,,,3
CON-8328,OPP-4456,ACC-1167,2023-03-14,2024-09-04,18,256500,50% upfront / 50% on delivery,2023-03-14,Renewed,0,,,1
CON-8329,OPP-4457,ACC-1197,2019-05-08,2021-04-27,24,363000,50% upfront / 50% on delivery,2019-05-08,Active,0,,,1
CON-8330,OPP-4459,ACC-1031,2020-02-29,2023-02-13,36,196000,Upon signing,2020-02-29,Renewed,0,,,4
CON-8331,OPP-4460,ACC-1114,2019-03-04,2022-02-16,36,166000,50% upfront / 50% on delivery,2019-03-04,Expired,0,,,1
CON-8332,OPP-4462,ACC-1185,2021-01-10,2023-12-26,36,209000,Monthly instalments,2021-01-10,Renewed,0,,,1
CON-8333,OPP-4464,ACC-1070,2019-11-10,2022-10-25,36,196500,50% upfront / 50% on delivery,2019-11-10,Expired,0,,,0
CON-8334,OPP-4465,ACC-1168,2019-08-20,2020-08-14,12,130000,50% upfront / 50% on delivery,2019-08-20,Renewed,0,,,1
CON-8335,OPP-4467,ACC-1136,2022-05-11,2023-11-02,18,103500,Net 30,2022-05-11,Expired,0,,,4
CON-8336,OPP-4468,ACC-1077,2023-09-23,2025-09-12,24,1180500,Net 30,2023-09-23,Renewed,1,6.2,1535000.0,3
CON-8337,OPP-4469,ACC-1142,2024-07-11,2026-01-02,18,195500,Monthly instalments,2024-07-11,Expired,0,,,3
CON-8338,OPP-4470,ACC-1074,2024-12-31,2025-06-29,6,1120000,Net 60,2024-12-31,Renewed,1,14.6,1456000.0,0
CON-8339,OPP-4471,ACC-1128,2018-08-10,2020-02-01,18,110000,Net 60,2018-08-10,Renewed,0,,,0
CON-8340,OPP-4472,ACC-1167,2022-05-22,2023-11-13,18,425500,Monthly instalments,2022-05-22,Expired,1,7.9,553000.0,5
CON-8341,OPP-4473,ACC-1153,2024-06-14,2025-06-09,12,151500,Monthly instalments,2024-06-14,Active,0,,,0
CON-8342,OPP-4474,ACC-1141,2023-04-22,2024-04-16,12,378000,Net 60,2023-04-22,Expired,0,,,1
CON-8343,OPP-4476,ACC-1191,2022-08-21,2024-02-12,18,385500,Net 60,2022-08-21,Expired,1,14.3,501000.0,1
CON-8344,OPP-4477,ACC-1182,2020-12-16,2022-12-06,24,163000,50% upfront / 50% on delivery,2020-12-16,Active,0,,,3
CON-8345,OPP-4478,ACC-1109,2017-01-09,2019-12-25,36,181500,50% upfront / 50% on delivery,2017-01-09,Expired,0,,,4
CON-8346,OPP-4479,ACC-1203,2018-03-31,2019-09-22,18,179500,Net 60,2018-03-31,Cancelled,0,,,2
CON-8347,OPP-4480,ACC-1201,2022-09-22,2024-09-11,24,199000,Net 60,2022-09-22,Active,0,,,3
CON-8348,OPP-4481,ACC-1182,2019-12-28,2020-12-22,12,73500,Net 60,2019-12-28,Renewed,0,,,3
CON-8349,OPP-4482,ACC-1065,2015-05-15,2016-11-05,18,220000,Upon signing,2015-05-15,Active,0,,,2
CON-8350,OPP-4484,ACC-1087,2019-05-24,2019-11-20,6,45500,50% upfront / 50% on delivery,2019-05-24,Renewed,0,,,1
CON-8351,OPP-4485,ACC-1215,2023-07-17,2025-01-07,18,500000,Net 30,2023-07-17,Renewed,0,,,1
CON-8352,OPP-4487,ACC-1141,2016-06-01,2017-05-27,12,387500,Net 30,2016-06-01,Active,1,14.1,504000.0,4
CON-8353,OPP-4488,ACC-1122,2016-12-23,2017-12-18,12,247000,Monthly instalments,2016-12-23,Active,0,,,2
CON-8354,OPP-4489,ACC-1138,2022-06-14,2022-12-11,6,255000,50% upfront / 50% on delivery,2022-06-14,Expired,0,,,1
CON-8355,OPP-4490,ACC-1153,2021-04-20,2022-10-12,18,171500,Monthly instalments,2021-04-20,Active,0,,,3
CON-8356,OPP-4492,ACC-1087,2018-03-29,2021-03-13,36,68500,Monthly instalments,2018-03-29,Expired,0,,,3
CON-8357,OPP-4493,ACC-1053,2019-05-27,2020-05-21,12,41500,Monthly instalments,2019-05-27,Active,0,,,2
CON-8358,OPP-4494,ACC-1058,2021-01-08,2023-12-24,36,205000,50% upfront / 50% on delivery,2021-01-08,Expired,0,,,3
CON-8359,OPP-4495,ACC-1001,2016-08-07,2018-07-28,24,296000,Net 30,2016-08-07,Active,0,,,5
CON-8360,OPP-4496,ACC-1006,2020-06-23,2023-06-08,36,105000,Monthly instalments,2020-06-23,Expired,0,,,2
CON-8361,OPP-4497,ACC-1185,2024-10-02,2025-09-27,12,175000,Net 60,2024-10-02,Renewed,0,,,2
CON-8362,OPP-4500,ACC-1119,2020-07-01,2021-12-23,18,209000,Upon signing,2020-07-01,Expired,0,,,2
CON-8363,OPP-4501,ACC-1206,2023-12-23,2024-06-20,6,102000,50% upfront / 50% on delivery,2023-12-23,Expired,0,,,3
CON-8364,OPP-4503,ACC-1119,2024-12-31,2025-06-29,6,147500,Net 60,2024-12-31,Active,0,,,4
CON-8365,OPP-4505,ACC-1183,2017-04-16,2018-04-11,12,68000,Upon signing,2017-04-16,Expired,0,,,0
CON-8366,OPP-4507,ACC-1190,2020-08-21,2022-08-11,24,94500,Monthly instalments,2020-08-21,Active,0,,,3
CON-8367,OPP-4509,ACC-1004,2020-08-18,2023-08-03,36,122500,Upon signing,2020-08-18,Expired,0,,,5
CON-8368,OPP-4512,ACC-1189,2020-03-26,2021-09-17,18,282000,Net 30,2020-03-26,Expired,0,,,0
CON-8369,OPP-4513,ACC-1007,2019-12-18,2020-12-12,12,149500,Net 30,2019-12-18,Renewed,0,,,3
CON-8370,OPP-4515,ACC-1079,2021-01-23,2021-07-22,6,129500,Net 30,2021-01-23,Active,0,,,2
CON-8371,OPP-4516,ACC-1032,2021-12-23,2023-06-16,18,420500,50% upfront / 50% on delivery,2021-12-23,Expired,1,11.9,547000.0,1
CON-8372,OPP-4518,ACC-1191,2022-12-13,2023-12-08,12,88500,Upon signing,2022-12-13,Active,0,,,3
CON-8373,OPP-4519,ACC-1219,2018-01-06,2019-01-01,12,353000,Monthly instalments,2018-01-06,Active,0,,,1
CON-8374,OPP-4521,ACC-1139,2017-02-22,2017-08-21,6,350000,50% upfront / 50% on delivery,2017-02-22,Active,0,,,5
CON-8375,OPP-4525,ACC-1064,2018-11-29,2020-11-18,24,108000,Upon signing,2018-11-29,Active,0,,,3
CON-8376,OPP-4526,ACC-1100,2022-07-31,2023-07-26,12,161500,Upon signing,2022-07-31,Expired,0,,,2
CON-8377,OPP-4527,ACC-1172,2018-04-12,2021-03-27,36,171500,Upon signing,2018-04-12,Expired,0,,,3
CON-8378,OPP-4529,ACC-1109,2024-12-11,2025-06-09,6,148000,Upon signing,2024-12-11,Renewed,0,,,0
CON-8379,OPP-4531,ACC-1062,2018-08-25,2020-02-16,18,174000,Monthly instalments,2018-08-25,Active,0,,,2
CON-8380,OPP-4532,ACC-1147,2017-11-10,2020-10-25,36,121000,Monthly instalments,2017-11-10,Active,0,,,3
CON-8381,OPP-4533,ACC-1146,2024-12-31,2026-06-24,18,185000,Upon signing,2024-12-31,Expired,0,,,2
CON-8382,OPP-4536,ACC-1080,2022-11-26,2024-11-15,24,325500,Net 30,2022-11-26,Expired,0,,,3
CON-8383,OPP-4539,ACC-1039,2015-05-30,2016-11-20,18,130500,Net 30,2015-05-30,Active,0,,,1
CON-8384,OPP-4540,ACC-1123,2020-10-06,2021-04-04,6,448000,50% upfront / 50% on delivery,2020-10-06,Expired,1,10.3,582000.0,3
CON-8385,OPP-4541,ACC-1191,2023-04-02,2025-03-22,24,481000,Upon signing,2023-04-02,Renewed,1,7.2,625000.0,2
CON-8386,OPP-4542,ACC-1211,2023-09-13,2024-09-07,12,214500,Monthly instalments,2023-09-13,Expired,0,,,2
CON-8387,OPP-4543,ACC-1184,2023-12-02,2024-11-26,12,409000,50% upfront / 50% on delivery,2023-12-02,Expired,1,13.0,532000.0,4
CON-8388,OPP-4544,ACC-1005,2021-04-09,2021-10-06,6,77000,Net 60,2021-04-09,Expired,0,,,4
CON-8389,OPP-4545,ACC-1182,2020-11-14,2022-05-08,18,1200000,50% upfront / 50% on delivery,2020-11-14,Expired,1,7.9,1560000.0,2
CON-8390,OPP-4546,ACC-1104,2024-02-05,2027-01-20,36,184000,Upon signing,2024-02-05,Cancelled,0,,,2
CON-8391,OPP-4548,ACC-1179,2023-08-20,2026-08-04,36,195000,Monthly instalments,2023-08-20,Cancelled,1,10.1,254000.0,1
CON-8392,OPP-4549,ACC-1127,2017-08-06,2018-08-01,12,134000,Monthly instalments,2017-08-06,Active,0,,,4
CON-8393,OPP-4550,ACC-1155,2024-03-29,2027-03-14,36,56000,50% upfront / 50% on delivery,2024-03-29,Renewed,0,,,0
CON-8394,OPP-4552,ACC-1129,2023-09-10,2024-09-04,12,1200000,Net 60,2023-09-10,Renewed,1,12.5,1560000.0,5
CON-8395,OPP-4553,ACC-1132,2024-09-15,2026-03-09,18,273500,Upon signing,2024-09-15,Cancelled,0,,,1
CON-8396,OPP-4554,ACC-1016,2018-05-05,2019-04-30,12,1200000,Upon signing,2018-05-05,Active,1,6.3,1560000.0,0
CON-8397,OPP-4555,ACC-1134,2020-09-14,2023-08-30,36,66500,Net 30,2020-09-14,Expired,0,,,4
CON-8398,OPP-4556,ACC-1006,2016-10-08,2018-09-28,24,124500,50% upfront / 50% on delivery,2016-10-08,Expired,0,,,5
CON-8399,OPP-4559,ACC-1011,2018-11-26,2020-05-19,18,171000,Monthly instalments,2018-11-26,Expired,0,,,1
CON-8400,OPP-4563,ACC-1101,2024-09-27,2027-09-12,36,119000,Net 60,2024-09-27,Active,0,,,5
CON-8401,OPP-4564,ACC-1021,2018-10-19,2019-10-14,12,545500,Net 30,2018-10-19,Expired,1,9.1,709000.0,4
CON-8402,OPP-4565,ACC-1039,2024-04-27,2027-04-12,36,280000,Net 30,2024-04-27,Active,0,,,2
CON-8403,OPP-4566,ACC-1057,2022-07-24,2023-01-20,6,134000,50% upfront / 50% on delivery,2022-07-24,Renewed,0,,,4
CON-8404,OPP-4567,ACC-1028,2020-10-31,2023-10-16,36,214500,Monthly instalments,2020-10-31,Renewed,1,12.9,279000.0,3
CON-8405,OPP-4568,ACC-1144,2023-11-10,2026-10-25,36,201000,Monthly instalments,2023-11-10,Active,0,,,1
CON-8406,OPP-4569,ACC-1165,2019-10-29,2022-10-13,36,665500,Net 60,2019-10-29,Active,1,11.2,865000.0,3
CON-8407,OPP-4571,ACC-1117,2022-09-12,2023-03-11,6,111000,Net 60,2022-09-12,Expired,0,,,4
CON-8408,OPP-4572,ACC-1113,2020-06-24,2020-12-21,6,141500,50% upfront / 50% on delivery,2020-06-24,Active,0,,,1
CON-8409,OPP-4573,ACC-1093,2021-12-09,2022-12-04,12,318500,Net 30,2021-12-09,Active,0,,,5
CON-8410,OPP-4575,ACC-1196,2022-09-27,2023-03-26,6,89500,Net 30,2022-09-27,Expired,0,,,1
CON-8411,OPP-4576,ACC-1195,2023-01-06,2025-12-21,36,148000,50% upfront / 50% on delivery,2023-01-06,Expired,0,,,5
CON-8412,OPP-4578,ACC-1040,2017-04-08,2019-03-29,24,151500,50% upfront / 50% on delivery,2017-04-08,Renewed,0,,,4
CON-8413,OPP-4579,ACC-1024,2017-07-20,2019-07-10,24,222000,50% upfront / 50% on delivery,2017-07-20,Active,0,,,4
CON-8414,OPP-4581,ACC-1162,2020-01-10,2021-07-03,18,190000,Upon signing,2020-01-10,Active,0,,,2
CON-8415,OPP-4582,ACC-1049,2019-09-20,2022-09-04,36,350000,Upon signing,2019-09-20,Expired,0,,,1
CON-8416,OPP-4584,ACC-1177,2022-07-12,2024-07-01,24,77500,Monthly instalments,2022-07-12,Active,0,,,2
CON-8417,OPP-4585,ACC-1072,2016-08-24,2019-08-09,36,500000,Net 30,2016-08-24,Active,0,,,1
CON-8418,OPP-4587,ACC-1161,2023-04-27,2026-04-11,36,490500,Upon signing,2023-04-27,Expired,1,15.0,638000.0,3
CON-8419,OPP-4588,ACC-1202,2018-11-17,2019-05-16,6,166500,Net 60,2018-11-17,Active,0,,,0
CON-8420,OPP-4589,ACC-1187,2020-09-12,2022-09-02,24,79500,50% upfront / 50% on delivery,2020-09-12,Renewed,0,,,0
CON-8421,OPP-4590,ACC-1217,2023-05-12,2023-11-08,6,86000,Monthly instalments,2023-05-12,Renewed,0,,,5
CON-8422,OPP-4591,ACC-1135,2023-03-04,2024-02-27,12,305000,Net 30,2023-03-04,Expired,1,12.7,396000.0,0
CON-8423,OPP-4593,ACC-1094,2019-08-10,2022-07-25,36,248000,50% upfront / 50% on delivery,2019-08-10,Renewed,0,,,3
CON-8424,OPP-4595,ACC-1038,2018-02-14,2019-08-08,18,230000,Net 30,2018-02-14,Expired,0,,,1
