opportunity_id,opportunity_name,account_id,primary_contact_id,owner_user_id,division,region,deal_type,lead_source,stage,amount,discount_pct,probability_manual,created_date,expected_close_date,close_date_actual,is_won,lost_reason,is_renewal,fiscal_year,fiscal_quarter,is_open
OPP-4321,Aurora Retail - CreativeMotion - New Business - 2017,ACC-1123,CON-2395,USR-3018,CreativeMotion,India,New Business,Outbound Cold Call,Closed Won,350000,14.6,33.0,2017-10-04,2017-10-26,2017-11-11,1.0,,0,2017,Q4,0
OPP-4322,Epsilon Retail - CreativeMotion - New Business - 2017,ACC-1007,,USR-3028,CreativeMotion,Europe,New Business,LinkedIn Outreach,Closed Won,162500,11.1,62.0,2017-02-23,2017-03-26,2017-04-18,1.0,,0,2017,Q1,0
OPP-4323,Pact Apparel - PulseMedia - Renewal - 2020,ACC-1190,CON-2462,USR-3059,PulseMedia,Asia Pacific,Renewal,Referral,Closed Won,132500,6.2,55.0,2020-12-07,2021-01-31,2021-02-02,1.0,,1,2020,Q4,0
OPP-4324,Petal Fashion - PulseMedia - New Business - 2024,ACC-1042,CON-2242,USR-3046,PulseMedia,India,New Business,Conference / Event,Closed Lost,109500,4.1,54.0,2024-07-15,2024-09-22,2024-11-21,0.0,Chose competitor,0,2024,Q3,0
OPP-4325,Quad Apparel - CreativeMotion - New Business - 2024,ACC-1115,CON-2471,USR-3023,CreativeMotion,North America,New Business,Existing Relationship,Negotiation,149500,18.2,22.0,2024-12-09,2025-03-06,,,,0,2024,Q4,1
OPP-4326,Lime Cosmetics - TalentEdge - Renewal - 2019,ACC-1109,CON-2064,USR-3005,TalentEdge,India,Renewal,Inbound Inquiry,Closed Won,111000,19.0,39.0,2019-02-22,2019-04-23,2019-03-31,1.0,,1,2019,Q1,0
OPP-4327,Canvas Apparel - TalentEdge - New Business - 2021,ACC-1054,CON-2152,USR-3014,TalentEdge,India,New Business,Referral,Closed Won,143000,8.6,54.0,2021-05-08,2021-08-03,2021-06-10,1.0,,0,2021,Q2,0
OPP-4328,Quill Media - PulseMedia - New Business - 2022,ACC-1146,CON-2459,USR-3057,PulseMedia,North America,New Business,Inbound Inquiry,Closed Won,134500,15.7,79.0,2022-07-27,2022-10-18,2022-09-15,1.0,,0,2022,Q3,0
OPP-4329,Quad Apparel - CreativeMotion - New Business - 2022,ACC-1115,CON-2471,USR-3023,CreativeMotion,North America,New Business,Website Form,Closed Won,149000,20.7,28.0,2022-09-08,2022-09-28,2022-10-19,1.0,,0,2022,Q3,0
OPP-4330,Nest Retail - BrandVault - New Business - 2019,ACC-1136,CON-2468,USR-3062,BrandVault,North America,New Business,Existing Relationship,Closed Lost,836500,24.0,25.0,2019-01-16,2019-03-17,2019-05-10,0.0,Timeline mismatch,0,2019,Q1,0
OPP-4331,Raven Entertainment - PulseMedia - New Business - 2020,ACC-1156,CON-2401,USR-3037,PulseMedia,Asia Pacific,New Business,Inbound Inquiry,Closed Lost,96500,7.0,70.0,2020-10-15,2020-11-07,2021-01-06,0.0,Chose competitor,0,2020,Q4,0
OPP-4332,Lumen Fashion - TalentEdge - Cross-sell - 2018,ACC-1176,CON-2029,USR-3013,TalentEdge,India,Cross-sell,Inbound Inquiry,Closed Won,105500,12.3,36.0,2018-02-24,2018-05-23,2018-03-30,1.0,,0,2018,Q1,0
OPP-4333,Jetset Media - PulseMedia - New Business - 2016,ACC-1012,,USR-3051,PulseMedia,North America,New Business,Outbound Cold Call,Closed Lost,284000,12.4,39.0,2016-05-20,2016-06-24,2016-08-10,0.0,Deal went silent,0,2016,Q2,0
OPP-4334,Zeta Sports - TalentEdge - New Business - 2022,ACC-1217,CON-2139,USR-3013,TalentEdge,Australia,New Business,Partner Referral,Closed Won,108000,6.6,34.0,2022-09-17,2022-11-11,2022-11-07,1.0,,0,2022,Q3,0
OPP-4335,Ignite Apparel - TalentEdge - Upsell - 2019,ACC-1182,CON-2034,USR-3002,TalentEdge,India,Upsell,Partner Referral,Closed Won,245000,10.8,24.0,2019-11-08,2019-12-07,2019-12-14,1.0,,0,2019,Q4,0
OPP-4336,Kite Athletics - TalentEdge - Upsell - 2017,ACC-1119,,USR-3012,TalentEdge,Europe,Upsell,Website Form,Closed Won,96500,8.8,63.0,2017-02-07,2017-04-08,2017-03-09,1.0,,0,2017,Q1,0
OPP-4337,Eclipse Entertainment - PulseMedia - New Business - 2018,ACC-1027,CON-2200,USR-3043,PulseMedia,Australia,New Business,Website Form,Closed Lost,235000,13.0,77.0,2018-06-15,2018-08-28,2018-08-24,0.0,Timeline mismatch,0,2018,Q2,0
OPP-4338,Prism Media - PulseMedia - Renewal - 2024,ACC-1037,CON-2484,USR-3058,PulseMedia,North America,Renewal,LinkedIn Outreach,Closed Won,433000,19.3,36.0,2024-10-08,2024-12-27,2024-10-19,1.0,,1,2024,Q4,0
OPP-4339,Kestrel Financial - BrandVault - New Business - 2018,ACC-1090,,USR-3076,BrandVault,North America,New Business,Inbound Inquiry,Closed Won,897000,6.1,59.0,2018-06-14,2018-07-16,2018-07-26,1.0,,0,2018,Q2,0
OPP-4340,Chi Athletics - PulseMedia - New Business - 2017,ACC-1049,CON-2019,USR-3051,PulseMedia,Asia Pacific,New Business,Inbound Inquiry,Closed Won,72000,15.7,59.0,2017-03-09,2017-05-23,2017-04-19,1.0,,0,2017,Q1,0
OPP-4341,Xray Retail - BrandVault - New Business - 2024,ACC-1029,CON-2310,USR-3062,BrandVault,Europe,New Business,Existing Relationship,Qualified Lead,108000,9.1,26.0,2024-08-08,2024-10-18,,,,0,2024,Q3,1
OPP-4342,Sand Consumer - PulseMedia - Renewal - 2017,ACC-1126,CON-2092,USR-3046,PulseMedia,India,Renewal,Outbound Cold Call,Closed Won,87500,13.2,50.0,2017-04-21,2017-05-11,2017-06-18,1.0,,1,2017,Q2,0
OPP-4343,Niche Cosmetics - PulseMedia - Renewal - 2023,ACC-1189,CON-2333,USR-3051,PulseMedia,Asia Pacific,Renewal,Partner Referral,Closed Won,228000,7.4,29.0,2023-10-06,2023-11-18,2023-11-22,1.0,,1,2023,Q4,0
OPP-4344,Lime Cosmetics - TalentEdge - Renewal - 2015,ACC-1109,CON-2467,USR-3010,TalentEdge,Asia Pacific,Renewal,LinkedIn Outreach,Closed Won,116000,7.5,78.0,2015-12-03,2015-12-24,2015-12-28,1.0,,1,2015,Q4,0
OPP-4345,Jolt Entertainment - PulseMedia - New Business - 2016,ACC-1063,CON-2210,USR-3059,PulseMedia,Asia Pacific,New Business,Outbound Cold Call,Closed Won,191000,28.2,67.0,2016-11-19,2017-02-11,2016-12-14,1.0,,0,2016,Q4,0
OPP-4346,Quad Apparel - TalentEdge - New Business - 2023,ACC-1115,CON-2471,USR-3016,TalentEdge,India,New Business,LinkedIn Outreach,Closed Won,280000,10.8,73.0,2023-12-09,2024-02-12,2024-01-23,1.0,,0,2023,Q4,0
OPP-4347,Aurora Retail - PulseMedia - Renewal - 2018,ACC-1123,CON-2386,USR-3041,PulseMedia,Australia,Renewal,Inbound Inquiry,Closed Lost,147500,29.9,35.0,2018-08-21,2018-10-25,2018-11-15,0.0,Budget cut / cancelled,1,2018,Q3,0
OPP-4348,Slate Entertainment - PulseMedia - Cross-sell - 2023,ACC-1092,CON-2255,USR-3046,PulseMedia,Asia Pacific,Cross-sell,Website Form,Closed Lost,500000,8.9,75.0,2023-04-13,2023-07-09,2023-07-12,0.0,Deal went silent,0,2023,Q2,0
OPP-4349,Umbra Media - CreativeMotion - New Business - 2024,ACC-1100,CON-2172,USR-3032,CreativeMotion,India,New Business,Existing Relationship,Closed Won,327500,26.2,68.0,2024-05-07,2024-07-09,2024-06-08,1.0,,0,2024,Q2,0
OPP-4350,Matrix Apparel - PulseMedia - Renewal - 2024,ACC-1073,CON-2293,USR-3041,PulseMedia,India,Renewal,Outbound Cold Call,Closed Won,279500,8.6,38.0,2024-07-22,2024-10-16,2024-09-12,1.0,,1,2024,Q3,0
OPP-4351,Haven Consumer - CreativeMotion - Renewal - 2015,ACC-1003,CON-2147,USR-3033,CreativeMotion,India,Renewal,LinkedIn Outreach,Closed Won,120500,13.2,60.0,2015-05-19,2015-06-08,2015-06-17,1.0,,1,2015,Q2,0
OPP-4352,Epoch Cosmetics - TalentEdge - Upsell - 2024,ACC-1035,CON-2012,USR-3011,TalentEdge,India,Upsell,Conference / Event,Lead,242500,8.6,46.0,2024-11-17,2025-01-10,,,,0,2024,Q4,1
OPP-4353,Crystal Cosmetics - BrandVault - New Business - 2020,ACC-1056,CON-2008,USR-3062,BrandVault,India,New Business,Website Form,Closed Won,706500,21.7,75.0,2020-06-26,2020-09-05,2020-09-18,1.0,,0,2020,Q2,0
OPP-4354,Tau Media - PulseMedia - New Business - 2022,ACC-1144,CON-2342,USR-3057,PulseMedia,Europe,New Business,Existing Relationship,Closed Won,134500,5.9,53.0,2022-05-19,2022-07-10,2022-07-03,1.0,,0,2022,Q2,0
OPP-4355,Teal Fashion - CreativeMotion - New Business - 2021,ACC-1076,CON-2060,USR-3033,CreativeMotion,North America,New Business,LinkedIn Outreach,Closed Won,129000,23.3,48.0,2021-06-27,2021-09-11,2021-08-13,1.0,,0,2021,Q2,0
OPP-4356,Delta Retail - CreativeMotion - Upsell - 2015,ACC-1105,CON-2104,USR-3033,CreativeMotion,Asia Pacific,Upsell,LinkedIn Outreach,Closed Won,350000,8.7,28.0,2015-08-25,2015-10-22,2015-10-06,1.0,,0,2015,Q3,0
OPP-4357,Valor Apparel - PulseMedia - New Business - 2023,ACC-1075,CON-2300,USR-3037,PulseMedia,Australia,New Business,Inbound Inquiry,Closed Won,249000,25.8,25.0,2023-06-13,2023-09-07,2023-08-10,1.0,,0,2023,Q2,0
OPP-4358,Niche Cosmetics - TalentEdge - New Business - 2023,ACC-1085,CON-2003,USR-3003,TalentEdge,North America,New Business,Conference / Event,Closed Won,224500,10.0,51.0,2023-08-23,2023-11-16,2023-09-16,1.0,,0,2023,Q3,0
OPP-4359,Xtreme Sports - PulseMedia - Renewal - 2024,ACC-1034,CON-2509,USR-3048,PulseMedia,Asia Pacific,Renewal,Conference / Event,Negotiation,65000,33.5,27.0,2024-09-05,2024-09-25,,,,1,2024,Q3,1
OPP-4360,Ironclad Athletics - TalentEdge - Renewal - 2016,ACC-1030,CON-2230,USR-3017,TalentEdge,Australia,Renewal,Referral,Closed Won,103500,10.4,38.0,2016-04-16,2016-06-25,2016-05-29,1.0,,1,2016,Q2,0
OPP-4361,Fuse Athletics - PulseMedia - New Business - 2023,ACC-1209,CON-2439,USR-3048,PulseMedia,Europe,New Business,Outbound Cold Call,Closed Won,355500,9.0,58.0,2023-08-27,2023-10-01,2023-10-20,1.0,,0,2023,Q3,0
OPP-4362,Delta Entertainment - TalentEdge - New Business - 2023,ACC-1043,CON-2235,USR-3017,TalentEdge,Europe,New Business,Website Form,Closed Won,101500,26.8,43.0,2023-08-16,2023-11-07,2023-09-27,1.0,,0,2023,Q3,0
OPP-4363,Prism Media - PulseMedia - New Business - 2023,ACC-1118,,USR-3057,PulseMedia,North America,New Business,Website Form,Closed Won,315500,21.6,22.0,2023-03-10,2023-03-31,2023-04-09,1.0,,0,2023,Q1,0
OPP-4364,Kappa Consumer - PulseMedia - New Business - 2024,ACC-1113,CON-2512,USR-3037,PulseMedia,Australia,New Business,Outbound Cold Call,Closed Won,269500,8.7,41.0,2024-06-05,2024-07-30,2024-08-02,1.0,,0,2024,Q2,0
OPP-4365,Lambda Fashion - BrandVault - Renewal - 2024,ACC-1053,CON-2461,USR-3074,BrandVault,Australia,Renewal,Outbound Cold Call,Closed Won,1076500,12.1,37.0,2024-08-17,2024-10-19,2024-11-23,1.0,,1,2024,Q3,0
OPP-4366,Umbra Media - PulseMedia - New Business - 2024,ACC-1100,CON-2398,USR-3038,PulseMedia,India,New Business,Outbound Cold Call,Negotiation,245000,42.0,62.0,2024-09-13,2024-12-06,,,,0,2024,Q3,1
OPP-4367,Sand Consumer - PulseMedia - Renewal - 2016,ACC-1089,CON-2306,USR-3054,PulseMedia,Australia,Renewal,Partner Referral,Closed Won,73500,17.5,39.0,2016-01-24,2016-02-26,2016-04-02,1.0,,1,2016,Q1,0
OPP-4368,Zero Fashion - TalentEdge - New Business - 2023,ACC-1026,CON-2101,USR-3005,TalentEdge,Europe,New Business,Partner Referral,Closed Won,176500,11.2,66.0,2023-06-14,2023-07-08,2023-07-16,1.0,,0,2023,Q2,0
OPP-4369,Onyx Entertainment - PulseMedia - Cross-sell - 2016,ACC-1044,CON-2283,USR-3052,PulseMedia,North America,Cross-sell,Website Form,Closed Won,127500,9.0,49.0,2016-07-05,2016-08-19,2016-09-18,1.0,,0,2016,Q3,0
OPP-4370,Amber Holdings - PulseMedia - Renewal - 2020,ACC-1051,CON-2359,USR-3044,PulseMedia,Europe,Renewal,Inbound Inquiry,Closed Won,268500,6.6,69.0,2020-08-26,2020-09-27,2020-11-01,1.0,,1,2020,Q3,0
OPP-4371,Vent Cosmetics - BrandVault - Renewal - 2021,ACC-1198,CON-2438,USR-3076,BrandVault,India,Renewal,Conference / Event,Closed Won,355000,11.2,70.0,2021-11-11,2022-02-06,2021-12-30,1.0,,1,2021,Q4,0
OPP-4372,Dusk Entertainment - PulseMedia - Renewal - 2019,ACC-1128,CON-2503,USR-3053,PulseMedia,Asia Pacific,Renewal,Existing Relationship,Closed Won,313000,11.3,72.0,2019-12-28,2020-03-11,2020-02-02,1.0,,1,2019,Q4,0
OPP-4373,Ultima Beauty - PulseMedia - New Business - 2016,ACC-1200,CON-2249,USR-3051,PulseMedia,Europe,New Business,Existing Relationship,Closed Won,163000,17.2,62.0,2016-07-02,2016-08-28,2016-09-15,1.0,,0,2016,Q3,0
OPP-4374,Matrix Apparel - TalentEdge - New Business - 2021,ACC-1073,CON-2293,USR-3002,TalentEdge,Europe,New Business,Partner Referral,Closed Won,93000,13.4,76.0,2021-04-17,2021-05-14,2021-05-07,1.0,,0,2021,Q2,0
OPP-4375,Muse Entertainment - BrandVault - Renewal - 2020,ACC-1008,,USR-3073,BrandVault,North America,Renewal,Inbound Inquiry,Closed Won,178000,5.6,34.0,2020-04-25,2020-06-26,2020-06-18,1.0,,1,2020,Q2,0
OPP-4376,Raven Entertainment - TalentEdge - New Business - 2019,ACC-1156,CON-2401,USR-3001,TalentEdge,Australia,New Business,Outbound Cold Call,Closed Won,280000,9.1,36.0,2019-02-14,2019-05-15,2019-04-06,1.0,,0,2019,Q1,0
OPP-4377,Glacier Foods - TalentEdge - Renewal - 2018,ACC-1127,CON-2010,USR-3017,TalentEdge,North America,Renewal,Conference / Event,Closed Lost,280000,33.6,52.0,2018-06-16,2018-07-13,2018-09-03,0.0,Price too high,1,2018,Q2,0
OPP-4378,Rho Fashion - BrandVault - Renewal - 2015,ACC-1141,CON-2022,USR-3078,BrandVault,North America,Renewal,LinkedIn Outreach,Closed Lost,730500,17.7,41.0,2015-10-23,2016-01-07,2016-01-18,0.0,Chose competitor,1,2015,Q4,0
OPP-4379,Lance Athletics - CreativeMotion - Upsell - 2016,ACC-1060,CON-2081,USR-3025,CreativeMotion,North America,Upsell,Referral,Closed Lost,149500,11.0,23.0,2016-01-14,2016-03-05,2016-03-30,0.0,Price too high,0,2016,Q1,0
OPP-4380,Craft Cosmetics - CreativeMotion - New Business - 2019,ACC-1011,CON-2136,USR-3028,CreativeMotion,India,New Business,Referral,Closed Won,266000,12.5,35.0,2019-09-08,2019-10-13,2019-10-05,1.0,,0,2019,Q3,0
OPP-4381,Cascade Beauty - PulseMedia - Cross-sell - 2024,ACC-1180,CON-2371,USR-3053,PulseMedia,Asia Pacific,Cross-sell,LinkedIn Outreach,Closed Won,188500,8.4,62.0,2024-11-15,2025-01-05,2024-12-31,1.0,,0,2024,Q4,0
OPP-4382,Yoke Fashion - PulseMedia - Renewal - 2022,ACC-1088,CON-2489,USR-3057,PulseMedia,North America,Renewal,Conference / Event,Closed Lost,197000,25.6,27.0,2022-09-09,2022-10-28,2022-11-25,0.0,Scope too complex,1,2022,Q3,0
OPP-4383,Kite Athletics - PulseMedia - New Business - 2022,ACC-1009,CON-2338,USR-3048,PulseMedia,Europe,New Business,Existing Relationship,Closed Won,500000,22.1,38.0,2022-09-15,2022-11-08,2022-10-31,1.0,,0,2022,Q3,0
OPP-4384,Lime Cosmetics - BrandVault - New Business - 2021,ACC-1071,CON-2158,USR-3075,BrandVault,North America,New Business,Website Form,Closed Won,288000,10.0,22.0,2021-11-13,2022-01-27,2022-02-22,1.0,,0,2021,Q4,0
OPP-4385,Petal Fashion - PulseMedia - New Business - 2024,ACC-1155,CON-2383,USR-3052,PulseMedia,North America,New Business,Inbound Inquiry,Negotiation,500000,9.4,68.0,2024-12-26,2025-03-11,,,,0,2024,Q4,1
OPP-4386,Fusion Apparel - PulseMedia - New Business - 2020,ACC-1219,CON-2126,USR-3058,PulseMedia,India,New Business,Inbound Inquiry,Closed Won,230500,5.0,37.0,2020-10-25,2020-12-14,2020-12-11,1.0,,0,2020,Q4,0
OPP-4387,Quiver Retail - PulseMedia - Renewal - 2023,ACC-1021,CON-2325,USR-3048,PulseMedia,India,Renewal,Website Form,Closed Won,160500,5.4,67.0,2023-05-19,2023-07-24,2023-06-30,1.0,,1,2023,Q2,0
OPP-4388,Haven Consumer - BrandVault - Renewal - 2019,ACC-1003,CON-2125,USR-3065,BrandVault,Australia,Renewal,Partner Referral,Closed Won,254000,2.9,21.0,2019-09-27,2019-12-15,2020-01-04,1.0,,1,2019,Q3,0
OPP-4389,Phi Fashion - TalentEdge - New Business - 2020,ACC-1122,CON-2334,USR-3006,TalentEdge,India,New Business,Website Form,Closed Lost,280000,9.5,66.0,2020-08-03,2020-10-18,2020-09-25,0.0,Chose competitor,0,2020,Q3,0
OPP-4390,Ink Consumer - TalentEdge - New Business - 2022,ACC-1032,CON-2435,USR-3007,TalentEdge,Asia Pacific,New Business,LinkedIn Outreach,Closed Won,65000,14.0,23.0,2022-03-20,2022-05-02,2022-05-06,1.0,,0,2022,Q1,0
OPP-4391,Ignite Apparel - PulseMedia - New Business - 2024,ACC-1182,CON-2034,USR-3050,PulseMedia,North America,New Business,Partner Referral,Closed Lost,199500,10.8,27.0,2024-01-28,2024-03-01,2024-04-06,0.0,Requirements changed,0,2024,Q1,0
OPP-4392,Upsilon Consumer - TalentEdge - Upsell - 2023,ACC-1083,CON-2144,USR-3011,TalentEdge,Europe,Upsell,LinkedIn Outreach,Closed Won,103000,14.4,79.0,2023-10-03,2023-12-03,2023-10-29,1.0,,0,2023,Q4,0
OPP-4393,Wraith Athletics - BrandVault - Renewal - 2022,ACC-1120,CON-2356,USR-3072,BrandVault,India,Renewal,Conference / Event,Closed Won,1200000,10.5,68.0,2022-03-02,2022-03-25,2022-04-21,1.0,,1,2022,Q1,0
OPP-4394,Ultima Beauty - PulseMedia - Renewal - 2024,ACC-1200,CON-2109,USR-3053,PulseMedia,Australia,Renewal,Referral,Closed Won,49500,18.7,78.0,2024-06-19,2024-08-26,2024-08-03,1.0,,1,2024,Q2,0
OPP-4395,Dusk Entertainment - BrandVault - New Business - 2021,ACC-1128,CON-2320,USR-3076,BrandVault,Australia,New Business,Website Form,Closed Lost,533000,15.5,75.0,2021-03-17,2021-05-10,2021-06-16,0.0,Requirements changed,0,2021,Q1,0
OPP-4396,Haven Consumer - CreativeMotion - Renewal - 2019,ACC-1059,CON-2379,USR-3033,CreativeMotion,India,Renewal,Referral,Closed Won,241500,6.4,41.0,2019-12-23,2020-03-04,2020-01-16,1.0,,1,2019,Q4,0
OPP-4397,Stellar Foods - PulseMedia - New Business - 2022,ACC-1167,CON-2367,USR-3059,PulseMedia,India,New Business,Outbound Cold Call,Closed Lost,280500,11.8,56.0,2022-07-14,2022-09-03,2022-11-07,0.0,Scope too complex,0,2022,Q3,0
OPP-4398,Nexus Media Group - PulseMedia - New Business - 2016,ACC-1080,CON-2399,USR-3041,PulseMedia,India,New Business,Inbound Inquiry,Closed Won,136500,8.0,30.0,2016-07-05,2016-08-17,2016-09-10,1.0,,0,2016,Q3,0
OPP-4399,Ignite Apparel - CreativeMotion - New Business - 2023,ACC-1182,CON-2034,USR-3034,CreativeMotion,Australia,New Business,Existing Relationship,Closed Won,81500,12.4,74.0,2023-03-02,2023-03-31,2023-04-21,1.0,,0,2023,Q1,0
OPP-4400,Amber Holdings - CreativeMotion - New Business - 2022,ACC-1178,CON-2183,USR-3025,CreativeMotion,Asia Pacific,New Business,LinkedIn Outreach,Closed Won,167000,10.0,77.0,2022-03-27,2022-04-21,2022-05-09,1.0,,0,2022,Q1,0
OPP-4401,Niche Cosmetics - BrandVault - Upsell - 2019,ACC-1189,CON-2295,USR-3076,BrandVault,Asia Pacific,Upsell,Outbound Cold Call,Closed Won,269000,2.8,74.0,2019-07-05,2019-09-28,2019-09-25,1.0,,0,2019,Q3,0
OPP-4402,Horizon Fashion - PulseMedia - Upsell - 2020,ACC-1172,CON-2018,USR-3058,PulseMedia,India,Upsell,Website Form,Closed Won,51500,7.2,50.0,2020-07-17,2020-08-18,2020-10-05,1.0,,0,2020,Q3,0
OPP-4403,Forge Entertainment - TalentEdge - Renewal - 2023,ACC-1134,CON-2421,USR-3017,TalentEdge,Australia,Renewal,Website Form,Closed Lost,119500,8.3,55.0,2023-07-11,2023-08-26,2023-10-01,0.0,Price too high,1,2023,Q3,0
OPP-4404,Yoke Fashion - PulseMedia - Upsell - 2017,ACC-1088,CON-2057,USR-3051,PulseMedia,North America,Upsell,Conference / Event,Closed Won,144000,8.0,60.0,2017-05-16,2017-07-08,2017-06-20,1.0,,0,2017,Q2,0
OPP-4405,Rho Fashion - TalentEdge - New Business - 2023,ACC-1141,CON-2022,USR-3017,TalentEdge,Europe,New Business,Website Form,Closed Lost,127000,27.0,77.0,2023-01-02,2023-03-10,2023-02-07,0.0,Price too high,0,2023,Q1,0
OPP-4406,Kestrel Financial - PulseMedia - Upsell - 2023,ACC-1133,CON-2494,USR-3043,PulseMedia,Asia Pacific,Upsell,Referral,Closed Lost,178000,5.5,72.0,2023-05-04,2023-07-26,2023-07-02,0.0,Internal staffing issue,0,2023,Q2,0
OPP-4407,Kestrel Financial - BrandVault - Renewal - 2023,ACC-1090,,USR-3063,BrandVault,North America,Renewal,Partner Referral,Closed Won,459500,42.0,58.0,2023-04-03,2023-05-28,2023-05-23,1.0,,1,2023,Q2,0
OPP-4408,Cascade Beauty - PulseMedia - Upsell - 2024,ACC-1180,CON-2084,USR-3052,PulseMedia,North America,Upsell,Conference / Event,Closed Won,164000,21.3,28.0,2024-01-04,2024-01-28,2024-02-01,1.0,,0,2024,Q1,0
OPP-4409,Horizon Fashion - CreativeMotion - Renewal - 2018,ACC-1172,CON-2018,USR-3024,CreativeMotion,Europe,Renewal,Referral,Closed Won,260500,8.6,77.0,2018-03-27,2018-05-02,2018-05-21,1.0,,1,2018,Q1,0
OPP-4410,Omicron Retail - BrandVault - New Business - 2016,ACC-1000,CON-2362,USR-3076,BrandVault,Europe,New Business,Conference / Event,Closed Won,391500,22.8,58.0,2016-08-07,2016-10-14,2016-10-27,1.0,,0,2016,Q3,0
OPP-4411,Teal Fashion - PulseMedia - New Business - 2024,ACC-1076,CON-2060,USR-3048,PulseMedia,Europe,New Business,Referral,Closed Won,283500,7.9,78.0,2024-09-16,2024-10-18,2024-11-20,1.0,,0,2024,Q3,0
OPP-4412,Neon Cosmetics - BrandVault - Renewal - 2019,ACC-1107,CON-2259,USR-3077,BrandVault,India,Renewal,Outbound Cold Call,Closed Lost,419000,9.8,66.0,2019-09-04,2019-11-13,2019-12-31,0.0,Requirements changed,1,2019,Q3,0
OPP-4413,Apex Sportswear - PulseMedia - Upsell - 2022,ACC-1153,,USR-3057,PulseMedia,Asia Pacific,Upsell,LinkedIn Outreach,Closed Won,500000,7.0,36.0,2022-01-09,2022-02-05,2022-03-21,1.0,,0,2022,Q1,0
OPP-4414,Xcel Cosmetics - CreativeMotion - Renewal - 2020,ACC-1207,CON-2432,USR-3033,CreativeMotion,Asia Pacific,Renewal,Existing Relationship,Closed Lost,143000,15.0,33.0,2020-04-02,2020-05-31,2020-06-05,0.0,Price too high,1,2020,Q2,0
OPP-4415,Scout Fashion - BrandVault - Renewal - 2024,ACC-1052,CON-2108,USR-3065,BrandVault,Australia,Renewal,LinkedIn Outreach,Closed Lost,457500,19.6,66.0,2024-09-11,2024-10-12,2024-12-31,0.0,Internal staffing issue,1,2024,Q3,0
OPP-4416,Craft Cosmetics - PulseMedia - New Business - 2019,ACC-1132,CON-2381,USR-3046,PulseMedia,North America,New Business,Existing Relationship,Closed Lost,300000,14.1,33.0,2019-04-06,2019-06-12,2019-06-07,0.0,Budget cut / cancelled,0,2019,Q2,0
OPP-4417,Kite Athletics - PulseMedia - Renewal - 2023,ACC-1009,CON-2338,USR-3036,PulseMedia,North America,Renewal,Website Form,Closed Won,259500,10.4,21.0,2023-08-17,2023-09-26,2023-10-25,1.0,,1,2023,Q3,0
OPP-4418,Muse Entertainment - PulseMedia - New Business - 2023,ACC-1008,,USR-3050,PulseMedia,Europe,New Business,Referral,Closed Won,116000,21.2,25.0,2023-11-13,2024-01-06,2023-12-31,1.0,,0,2023,Q4,0
OPP-4419,Cobalt Apparel - PulseMedia - Renewal - 2023,ACC-1005,CON-2204,USR-3036,PulseMedia,Asia Pacific,Renewal,Website Form,Closed Won,59500,8.9,67.0,2023-08-05,2023-10-14,2023-09-23,1.0,,1,2023,Q3,0
OPP-4420,Trek Media - CreativeMotion - New Business - 2020,ACC-1077,CON-2426,USR-3026,CreativeMotion,North America,New Business,Website Form,Closed Won,82500,9.3,49.0,2020-02-21,2020-04-09,2020-04-09,1.0,,0,2020,Q1,0
OPP-4421,Zenith Financial - BrandVault - Renewal - 2020,ACC-1129,CON-2015,USR-3070,BrandVault,Australia,Renewal,Partner Referral,Closed Won,443500,10.0,33.0,2020-12-24,2021-03-23,2021-02-09,1.0,,1,2020,Q4,0
OPP-4422,Quartz Cosmetics - BrandVault - New Business - 2020,ACC-1197,CON-2033,USR-3070,BrandVault,Asia Pacific,New Business,Outbound Cold Call,Closed Won,1200000,10.2,32.0,2020-07-04,2020-08-03,2020-10-06,1.0,,0,2020,Q3,0
OPP-4423,Jolt Entertainment - BrandVault - Upsell - 2017,ACC-1063,CON-2285,USR-3063,BrandVault,Australia,Upsell,Website Form,Closed Lost,932000,9.7,64.0,2017-09-16,2017-11-07,2017-11-29,0.0,Deal went silent,0,2017,Q3,0
OPP-4424,Alpha Consumer - BrandVault - Upsell - 2024,ACC-1082,CON-2303,USR-3076,BrandVault,North America,Upsell,Partner Referral,Closed Lost,297500,14.1,63.0,2024-05-07,2024-06-26,2024-09-10,0.0,Requirements changed,0,2024,Q2,0
OPP-4425,Zero Fashion - PulseMedia - Renewal - 2022,ACC-1026,CON-2101,USR-3057,PulseMedia,North America,Renewal,Conference / Event,Closed Won,160500,13.3,46.0,2022-06-25,2022-07-30,2022-08-10,1.0,,1,2022,Q2,0
OPP-4426,Terra Fashion - BrandVault - Renewal - 2017,ACC-1108,CON-2079,USR-3078,BrandVault,North America,Renewal,Existing Relationship,Closed Lost,728000,9.5,80.0,2017-11-16,2018-01-12,2018-01-24,0.0,Price too high,1,2017,Q4,0
OPP-4427,Kestrel Financial - PulseMedia - Renewal - 2022,ACC-1133,CON-2494,USR-3052,PulseMedia,India,Renewal,Website Form,Closed Won,228500,31.6,48.0,2022-06-21,2022-08-06,2022-07-30,1.0,,1,2022,Q2,0
OPP-4428,Quiver Retail - TalentEdge - Renewal - 2017,ACC-1191,CON-2146,USR-3004,TalentEdge,India,Renewal,Referral,Closed Won,160500,13.1,80.0,2017-10-16,2017-11-24,2017-11-25,1.0,,1,2017,Q4,0
