activity_id,opportunity_id,user_id,activity_type,subject,activity_date,duration_minutes,outcome,is_outbound,days_since_deal_created
ACT-7958,OPP-4128,USR-3053,Email,Email re: Quartz Cosmetics - PulseMedia - New Busi,2022-07-15,,Positive - Moving to next stage,1,24
ACT-7959,OPP-4128,USR-3053,Email,Email re: Quartz Cosmetics - PulseMedia - New Busi,2022-07-27,,Neutral - Information shared,1,36
ACT-7960,OPP-4129,USR-3035,Email,Email re: Jetset Media - CreativeMotion - New Busi,2023-06-03,,Neutral - Information shared,1,2
ACT-7961,OPP-4129,USR-3035,Video Meeting,Video Meeting re: Jetset Media - CreativeMotion - New Busi,2023-06-05,15.0,Positive - Client interested,1,4
ACT-7962,OPP-4129,USR-3035,In-Person Meeting,In-Person Meeting re: Jetset Media - CreativeMotion - New Busi,2023-06-15,90.0,Neutral - Information shared,0,14
ACT-7963,OPP-4129,USR-3035,Demo,Demo re: Jetset Media - CreativeMotion - New Busi,2023-06-29,45.0,Negative - Client hesitant,1,28
ACT-7964,OPP-4129,USR-3035,Phone Call,Phone Call re: Jetset Media - CreativeMotion - New Busi,2023-07-10,60.0,Negative - Client hesitant,1,39
ACT-7965,OPP-4129,USR-3035,Video Meeting,Video Meeting re: Jetset Media - CreativeMotion - New Busi,2023-07-24,15.0,Positive - Moving to next stage,0,53
ACT-7966,OPP-4130,USR-3062,Email,Email re: Eclipse Entertainment - BrandVault - Ren,2020-02-03,,Positive - Follow up scheduled,0,13
ACT-7967,OPP-4130,USR-3062,In-Person Meeting,In-Person Meeting re: Eclipse Entertainment - BrandVault - Ren,2020-02-11,45.0,Negative - Client hesitant,0,21
ACT-7968,OPP-4130,USR-3062,Video Meeting,Video Meeting re: Eclipse Entertainment - BrandVault - Ren,2020-02-13,15.0,Neutral - Information shared,1,23
ACT-7969,OPP-4130,USR-3062,Email,Email re: Eclipse Entertainment - BrandVault - Ren,2020-02-16,,Positive - Follow up scheduled,1,26
ACT-7970,OPP-4130,USR-3062,Email,Email re: Eclipse Entertainment - BrandVault - Ren,2020-02-22,,Neutral - Information shared,1,32
ACT-7971,OPP-4130,USR-3062,Email,Email re: Eclipse Entertainment - BrandVault - Ren,2020-03-07,,Positive - Follow up scheduled,0,46
ACT-7972,OPP-4130,USR-3062,Video Meeting,Video Meeting re: Eclipse Entertainment - BrandVault - Ren,2020-03-21,90.0,Positive - Client interested,0,60
ACT-7973,OPP-4130,USR-3062,Email,Email re: Eclipse Entertainment - BrandVault - Ren,2020-04-01,,Negative - Client hesitant,0,71
ACT-7974,OPP-4131,USR-3052,Email,Email re: Trek Media - PulseMedia - Cross-sell - 2,2024-01-13,,Neutral - Information shared,1,4
ACT-7975,OPP-4131,USR-3052,Phone Call,Phone Call re: Trek Media - PulseMedia - Cross-sell - 2,2024-01-22,,Negative - Client hesitant,1,13
ACT-7976,OPP-4131,USR-3052,Email,Email re: Trek Media - PulseMedia - Cross-sell - 2,2024-01-31,,Positive - Moving to next stage,1,22
ACT-7977,OPP-4131,USR-3052,Video Meeting,Video Meeting re: Trek Media - PulseMedia - Cross-sell - 2,2024-02-10,90.0,,1,32
ACT-7978,OPP-4131,USR-3052,Video Meeting,Video Meeting re: Trek Media - PulseMedia - Cross-sell - 2,2024-02-12,90.0,Positive - Follow up scheduled,0,34
ACT-7979,OPP-4131,USR-3052,Email,Email re: Trek Media - PulseMedia - Cross-sell - 2,2024-02-12,,,1,34
ACT-7980,OPP-4131,USR-3052,Phone Call,Phone Call re: Trek Media - PulseMedia - Cross-sell - 2,2024-02-12,60.0,Neutral - Information shared,1,34
ACT-7981,OPP-4132,USR-3069,Email,Email re: Vent Cosmetics - BrandVault - New Busine,2024-02-26,,Positive - Follow up scheduled,1,8
ACT-7982,OPP-4132,USR-3069,Phone Call,Phone Call re: Vent Cosmetics - BrandVault - New Busine,2024-03-02,45.0,Positive - Moving to next stage,1,13
ACT-7983,OPP-4132,USR-3069,In-Person Meeting,In-Person Meeting re: Vent Cosmetics - BrandVault - New Busine,2024-03-07,90.0,,1,18
ACT-7984,OPP-4132,USR-3069,Demo,Demo re: Vent Cosmetics - BrandVault - New Busine,2024-03-12,90.0,,1,23
ACT-7985,OPP-4133,USR-3044,Video Meeting,Video Meeting re: Epoch Cosmetics - PulseMedia - New Busin,2015-12-21,,Positive - Follow up scheduled,1,3
ACT-7986,OPP-4133,USR-3044,Video Meeting,Video Meeting re: Epoch Cosmetics - PulseMedia - New Busin,2015-12-25,60.0,Neutral - Information shared,1,7
ACT-7987,OPP-4133,USR-3044,Phone Call,Phone Call re: Epoch Cosmetics - PulseMedia - New Busin,2015-12-29,45.0,Positive - Client interested,0,11
ACT-7988,OPP-4133,USR-3044,Email,Email re: Epoch Cosmetics - PulseMedia - New Busin,2015-12-31,,Positive - Follow up scheduled,0,13
ACT-7989,OPP-4133,USR-3044,Demo,Demo re: Epoch Cosmetics - PulseMedia - New Busin,2016-01-07,45.0,Neutral - Information shared,1,20
ACT-7990,OPP-4133,USR-3044,Video Meeting,Video Meeting re: Epoch Cosmetics - PulseMedia - New Busin,2016-01-09,90.0,Neutral - Information shared,1,22
ACT-7991,OPP-4133,USR-3044,Phone Call,Phone Call re: Epoch Cosmetics - PulseMedia - New Busin,2016-01-15,,Neutral - Information shared,1,28
ACT-7992,OPP-4133,USR-3044,Email,Email re: Epoch Cosmetics - PulseMedia - New Busin,2016-01-18,,Positive - Follow up scheduled,0,31
ACT-7993,OPP-4133,USR-3044,Proposal Sent,Proposal Sent re: Epoch Cosmetics - PulseMedia - New Busin,2016-01-18,30.0,Positive - Client interested,1,31
ACT-7994,OPP-4133,USR-3044,Phone Call,Phone Call re: Epoch Cosmetics - PulseMedia - New Busin,2016-01-18,90.0,Positive - Follow up scheduled,0,31
ACT-7995,OPP-4134,USR-3011,Email,Email re: Titan Apparel - TalentEdge - Renewal - 2,2018-08-08,,Positive - Follow up scheduled,1,4
ACT-7996,OPP-4134,USR-3011,Video Meeting,Video Meeting re: Titan Apparel - TalentEdge - Renewal - 2,2018-08-22,90.0,Neutral - Information shared,1,18
ACT-7997,OPP-4134,USR-3011,Email,Email re: Titan Apparel - TalentEdge - Renewal - 2,2018-09-03,,Neutral - Information shared,0,30
ACT-7998,OPP-4134,USR-3011,Email,Email re: Titan Apparel - TalentEdge - Renewal - 2,2018-09-03,,Positive - Client interested,1,30
ACT-7999,OPP-4134,USR-3011,Video Meeting,Video Meeting re: Titan Apparel - TalentEdge - Renewal - 2,2018-09-03,60.0,Positive - Follow up scheduled,1,30
ACT-8000,OPP-4134,USR-3011,Video Meeting,Video Meeting re: Titan Apparel - TalentEdge - Renewal - 2,2018-09-03,,Neutral - Information shared,0,30
ACT-8001,OPP-4135,USR-3007,Video Meeting,Video Meeting re: Lance Athletics - TalentEdge - New Busin,2019-06-01,30.0,Positive - Client interested,1,6
ACT-8002,OPP-4135,USR-3007,Proposal Sent,Proposal Sent re: Lance Athletics - TalentEdge - New Busin,2019-06-10,15.0,Positive - Client interested,0,15
ACT-8003,OPP-4135,USR-3007,Email,Email re: Lance Athletics - TalentEdge - New Busin,2019-06-16,,Negative - Client hesitant,1,21
ACT-8004,OPP-4135,USR-3007,Email,Email re: Lance Athletics - TalentEdge - New Busin,2019-06-18,,Positive - Client interested,1,23
ACT-8005,OPP-4135,USR-3007,Video Meeting,Video Meeting re: Lance Athletics - TalentEdge - New Busin,2019-06-18,30.0,Positive - Follow up scheduled,1,23
ACT-8006,OPP-4135,USR-3007,Email,Email re: Lance Athletics - TalentEdge - New Busin,2019-06-18,,Positive - Client interested,1,23
ACT-8007,OPP-4135,USR-3007,In-Person Meeting,In-Person Meeting re: Lance Athletics - TalentEdge - New Busin,2019-06-18,45.0,Positive - Follow up scheduled,1,23
ACT-8008,OPP-4135,USR-3007,Email,Email re: Lance Athletics - TalentEdge - New Busin,2019-06-18,,Positive - Client interested,0,23
ACT-8009,OPP-4136,USR-3041,Phone Call,Phone Call re: Quantum Consumer - PulseMedia - Renewal ,2017-07-17,45.0,Negative - Client hesitant,0,3
ACT-8010,OPP-4136,USR-3041,Email,Email re: Quantum Consumer - PulseMedia - Renewal ,2017-07-31,,Positive - Follow up scheduled,1,17
ACT-8011,OPP-4136,USR-3041,Video Meeting,Video Meeting re: Quantum Consumer - PulseMedia - Renewal ,2017-08-06,90.0,Neutral - Information shared,1,23
ACT-8012,OPP-4136,USR-3041,In-Person Meeting,In-Person Meeting re: Quantum Consumer - PulseMedia - Renewal ,2017-08-15,,Positive - Client interested,1,32
ACT-8013,OPP-4136,USR-3041,Phone Call,Phone Call re: Quantum Consumer - PulseMedia - Renewal ,2017-08-17,30.0,Neutral - Information shared,1,34
ACT-8014,OPP-4136,USR-3041,Video Meeting,Video Meeting re: Quantum Consumer - PulseMedia - Renewal ,2017-08-21,,Positive - Follow up scheduled,1,38
ACT-8015,OPP-4136,USR-3041,Proposal Sent,Proposal Sent re: Quantum Consumer - PulseMedia - Renewal ,2017-08-21,60.0,Positive - Follow up scheduled,0,38
ACT-8016,OPP-4136,USR-3041,Phone Call,Phone Call re: Quantum Consumer - PulseMedia - Renewal ,2017-08-21,15.0,Positive - Follow up scheduled,0,38
ACT-8017,OPP-4136,USR-3041,Email,Email re: Quantum Consumer - PulseMedia - Renewal ,2017-08-21,,Neutral - Information shared,0,38
ACT-8018,OPP-4136,USR-3041,Email,Email re: Quantum Consumer - PulseMedia - Renewal ,2017-08-21,,Positive - Client interested,1,38
ACT-8019,OPP-4136,USR-3041,Proposal Sent,Proposal Sent re: Quantum Consumer - PulseMedia - Renewal ,2017-08-21,15.0,Positive - Follow up scheduled,1,38
ACT-8020,OPP-4137,USR-3035,Email,Email re: Neon Cosmetics - CreativeMotion - New Bu,2023-11-28,,Positive - Follow up scheduled,1,9
ACT-8021,OPP-4137,USR-3035,Proposal Sent,Proposal Sent re: Neon Cosmetics - CreativeMotion - New Bu,2023-11-30,30.0,Negative - Client hesitant,0,11
ACT-8022,OPP-4137,USR-3035,Phone Call,Phone Call re: Neon Cosmetics - CreativeMotion - New Bu,2023-12-11,90.0,Positive - Client interested,1,22
ACT-8023,OPP-4137,USR-3035,Email,Email re: Neon Cosmetics - CreativeMotion - New Bu,2023-12-16,,Positive - Follow up scheduled,1,27
ACT-8024,OPP-4137,USR-3035,Phone Call,Phone Call re: Neon Cosmetics - CreativeMotion - New Bu,2023-12-23,90.0,Positive - Follow up scheduled,1,34
ACT-8025,OPP-4137,USR-3035,Email,Email re: Neon Cosmetics - CreativeMotion - New Bu,2023-12-23,,Neutral - Information shared,0,34
ACT-8026,OPP-4137,USR-3035,Email,Email re: Neon Cosmetics - CreativeMotion - New Bu,2023-12-23,,Positive - Client interested,1,34
ACT-8027,OPP-4137,USR-3035,Phone Call,Phone Call re: Neon Cosmetics - CreativeMotion - New Bu,2023-12-23,15.0,Neutral - Information shared,0,34
ACT-8028,OPP-4137,USR-3035,Email,Email re: Neon Cosmetics - CreativeMotion - New Bu,2023-12-23,,Positive - Client interested,0,34
ACT-8029,OPP-4137,USR-3035,Phone Call,Phone Call re: Neon Cosmetics - CreativeMotion - New Bu,2023-12-23,,Neutral - Information shared,1,34
ACT-8030,OPP-4137,USR-3035,Email,Email re: Neon Cosmetics - CreativeMotion - New Bu,2023-12-23,,Positive - Follow up scheduled,1,34
ACT-8031,OPP-4138,USR-3014,Email,Email re: Muse Entertainment - TalentEdge - New Bu,2017-11-08,,Positive - Follow up scheduled,1,11
ACT-8032,OPP-4138,USR-3014,Email,Email re: Muse Entertainment - TalentEdge - New Bu,2017-11-22,,Positive - Follow up scheduled,0,25
ACT-8033,OPP-4138,USR-3014,Phone Call,Phone Call re: Muse Entertainment - TalentEdge - New Bu,2017-11-27,45.0,Positive - Follow up scheduled,1,30
ACT-8034,OPP-4138,USR-3014,Phone Call,Phone Call re: Muse Entertainment - TalentEdge - New Bu,2017-12-04,45.0,Positive - Follow up scheduled,1,37
ACT-8035,OPP-4138,USR-3014,Email,Email re: Muse Entertainment - TalentEdge - New Bu,2017-12-04,,Positive - Follow up scheduled,1,37
ACT-8036,OPP-4138,USR-3014,Demo,Demo re: Muse Entertainment - TalentEdge - New Bu,2017-12-04,,Neutral - Information shared,0,37
ACT-8037,OPP-4139,USR-3003,Email,Email re: Wraith Athletics - TalentEdge - Renewal ,2020-05-23,,Negative - Client hesitant,1,6
ACT-8038,OPP-4139,USR-3003,Video Meeting,Video Meeting re: Wraith Athletics - TalentEdge - Renewal ,2020-05-30,45.0,Positive - Client interested,1,13
ACT-8039,OPP-4139,USR-3003,Email,Email re: Wraith Athletics - TalentEdge - Renewal ,2020-06-01,,Neutral - Information shared,0,15
ACT-8040,OPP-4139,USR-3003,Email,Email re: Wraith Athletics - TalentEdge - Renewal ,2020-06-04,,Neutral - Information shared,0,18
ACT-8041,OPP-4139,USR-3003,Email,Email re: Wraith Athletics - TalentEdge - Renewal ,2020-06-13,,Positive - Follow up scheduled,1,27
ACT-8042,OPP-4139,USR-3003,Demo,Demo re: Wraith Athletics - TalentEdge - Renewal ,2020-06-16,60.0,Negative - Client hesitant,0,30
ACT-8043,OPP-4139,USR-3003,Email,Email re: Wraith Athletics - TalentEdge - Renewal ,2020-06-16,,Positive - Client interested,1,30
ACT-8044,OPP-4139,USR-3003,Video Meeting,Video Meeting re: Wraith Athletics - TalentEdge - Renewal ,2020-06-16,90.0,Positive - Follow up scheduled,1,30
ACT-8045,OPP-4139,USR-3003,Video Meeting,Video Meeting re: Wraith Athletics - TalentEdge - Renewal ,2020-06-16,90.0,Positive - Follow up scheduled,1,30
ACT-8046,OPP-4140,USR-3057,Video Meeting,Video Meeting re: Ultima Beauty - PulseMedia - Renewal - 2,2015-12-19,15.0,Neutral - Information shared,1,9
ACT-8047,OPP-4140,USR-3057,Phone Call,Phone Call re: Ultima Beauty - PulseMedia - Renewal - 2,2015-12-27,45.0,Neutral - Information shared,1,17
ACT-8048,OPP-4140,USR-3057,Video Meeting,Video Meeting re: Ultima Beauty - PulseMedia - Renewal - 2,2015-12-31,60.0,Negative - Client hesitant,0,21
ACT-8049,OPP-4140,USR-3057,In-Person Meeting,In-Person Meeting re: Ultima Beauty - PulseMedia - Renewal - 2,2016-01-14,15.0,Positive - Follow up scheduled,1,35
ACT-8050,OPP-4140,USR-3057,Phone Call,Phone Call re: Ultima Beauty - PulseMedia - Renewal - 2,2016-01-21,15.0,Positive - Client interested,1,42
ACT-8051,OPP-4140,USR-3057,Video Meeting,Video Meeting re: Ultima Beauty - PulseMedia - Renewal - 2,2016-01-28,15.0,Positive - Follow up scheduled,1,49
ACT-8052,OPP-4140,USR-3057,Email,Email re: Ultima Beauty - PulseMedia - Renewal - 2,2016-02-07,,Negative - Client hesitant,0,59
ACT-8053,OPP-4140,USR-3057,Video Meeting,Video Meeting re: Ultima Beauty - PulseMedia - Renewal - 2,2016-02-09,60.0,Positive - Client interested,0,61
ACT-8054,OPP-4140,USR-3057,Phone Call,Phone Call re: Ultima Beauty - PulseMedia - Renewal - 2,2016-02-17,90.0,Positive - Follow up scheduled,0,69
ACT-8055,OPP-4141,USR-3016,Video Meeting,Video Meeting re: Upsilon Consumer - TalentEdge - Upsell -,2021-08-12,90.0,Neutral - Information shared,0,1
ACT-8056,OPP-4141,USR-3016,In-Person Meeting,In-Person Meeting re: Upsilon Consumer - TalentEdge - Upsell -,2021-08-16,30.0,Positive - Follow up scheduled,0,5
ACT-8057,OPP-4141,USR-3016,Email,Email re: Upsilon Consumer - TalentEdge - Upsell -,2021-08-20,,Negative - Client hesitant,1,9
ACT-8058,OPP-4141,USR-3016,Phone Call,Phone Call re: Upsilon Consumer - TalentEdge - Upsell -,2021-08-21,45.0,Neutral - Information shared,1,10
ACT-8059,OPP-4141,USR-3016,Email,Email re: Upsilon Consumer - TalentEdge - Upsell -,2021-08-28,,Positive - Client interested,1,17
ACT-8060,OPP-4141,USR-3016,In-Person Meeting,In-Person Meeting re: Upsilon Consumer - TalentEdge - Upsell -,2021-08-29,90.0,Neutral - Information shared,0,18
ACT-8061,OPP-4141,USR-3016,Email,Email re: Upsilon Consumer - TalentEdge - Upsell -,2021-09-03,,Positive - Follow up scheduled,1,23
ACT-8062,OPP-4141,USR-3016,Email,Email re: Upsilon Consumer - TalentEdge - Upsell -,2021-09-10,,Positive - Moving to next stage,0,30
ACT-8063,OPP-4142,USR-3052,Phone Call,Phone Call re: Neon Cosmetics - PulseMedia - New Busine,2016-10-02,90.0,Positive - Follow up scheduled,1,12
ACT-8064,OPP-4142,USR-3052,Email,Email re: Neon Cosmetics - PulseMedia - New Busine,2016-10-16,,Positive - Follow up scheduled,0,26
ACT-8065,OPP-4142,USR-3052,Phone Call,Phone Call re: Neon Cosmetics - PulseMedia - New Busine,2016-10-24,30.0,Positive - Client interested,0,34
ACT-8066,OPP-4142,USR-3052,Video Meeting,Video Meeting re: Neon Cosmetics - PulseMedia - New Busine,2016-11-03,45.0,Positive - Client interested,1,44
ACT-8067,OPP-4142,USR-3052,In-Person Meeting,In-Person Meeting re: Neon Cosmetics - PulseMedia - New Busine,2016-11-03,90.0,Positive - Follow up scheduled,1,44
ACT-8068,OPP-4142,USR-3052,Video Meeting,Video Meeting re: Neon Cosmetics - PulseMedia - New Busine,2016-11-03,45.0,Positive - Follow up scheduled,0,44
ACT-8069,OPP-4142,USR-3052,Email,Email re: Neon Cosmetics - PulseMedia - New Busine,2016-11-03,,Negative - Client hesitant,1,44
ACT-8070,OPP-4142,USR-3052,Demo,Demo re: Neon Cosmetics - PulseMedia - New Busine,2016-11-03,30.0,Positive - Follow up scheduled,1,44
ACT-8071,OPP-4142,USR-3052,Video Meeting,Video Meeting re: Neon Cosmetics - PulseMedia - New Busine,2016-11-03,15.0,Positive - Follow up scheduled,0,44
ACT-8072,OPP-4142,USR-3052,Proposal Sent,Proposal Sent re: Neon Cosmetics - PulseMedia - New Busine,2016-11-03,15.0,Positive - Client interested,1,44
ACT-8073,OPP-4143,USR-3036,Demo,Demo re: Mast Fashion - PulseMedia - New Business,2021-12-01,15.0,Positive - Client interested,1,8
ACT-8074,OPP-4143,USR-3036,Video Meeting,Video Meeting re: Mast Fashion - PulseMedia - New Business,2021-12-15,30.0,Neutral - Information shared,0,22
ACT-8075,OPP-4143,USR-3036,Video Meeting,Video Meeting re: Mast Fashion - PulseMedia - New Business,2021-12-25,15.0,Positive - Client interested,0,32
ACT-8076,OPP-4143,USR-3036,Phone Call,Phone Call re: Mast Fashion - PulseMedia - New Business,2022-01-06,15.0,Positive - Client interested,1,44
ACT-8077,OPP-4143,USR-3036,In-Person Meeting,In-Person Meeting re: Mast Fashion - PulseMedia - New Business,2022-01-08,15.0,Positive - Follow up scheduled,0,46
ACT-8078,OPP-4143,USR-3036,Email,Email re: Mast Fashion - PulseMedia - New Business,2022-01-08,,Positive - Follow up scheduled,0,46
ACT-8079,OPP-4143,USR-3036,Video Meeting,Video Meeting re: Mast Fashion - PulseMedia - New Business,2022-01-08,,Positive - Client interested,1,46
ACT-8080,OPP-4143,USR-3036,Phone Call,Phone Call re: Mast Fashion - PulseMedia - New Business,2022-01-08,30.0,Negative - Client hesitant,1,46
ACT-8081,OPP-4143,USR-3036,Email,Email re: Mast Fashion - PulseMedia - New Business,2022-01-08,,Positive - Client interested,1,46
ACT-8082,OPP-4143,USR-3036,Video Meeting,Video Meeting re: Mast Fashion - PulseMedia - New Business,2022-01-08,30.0,Positive - Follow up scheduled,1,46
ACT-8083,OPP-4143,USR-3036,Proposal Sent,Proposal Sent re: Mast Fashion - PulseMedia - New Business,2022-01-08,,Neutral - Information shared,0,46
ACT-8084,OPP-4144,USR-3036,Video Meeting,Video Meeting re: Dusk Entertainment - PulseMedia - New Bu,2017-12-18,15.0,Positive - Client interested,1,12
ACT-8085,OPP-4144,USR-3036,Email,Email re: Dusk Entertainment - PulseMedia - New Bu,2017-12-30,,Positive - Client interested,1,24
ACT-8086,OPP-4144,USR-3036,Email,Email re: Dusk Entertainment - PulseMedia - New Bu,2018-01-11,,Positive - Client interested,0,36
ACT-8087,OPP-4144,USR-3036,Demo,Demo re: Dusk Entertainment - PulseMedia - New Bu,2018-01-20,,Neutral - Information shared,1,45
ACT-8088,OPP-4144,USR-3036,Video Meeting,Video Meeting re: Dusk Entertainment - PulseMedia - New Bu,2018-01-22,15.0,Neutral - Information shared,1,47
ACT-8089,OPP-4144,USR-3036,Email,Email re: Dusk Entertainment - PulseMedia - New Bu,2018-01-31,,Neutral - Information shared,1,56
ACT-8090,OPP-4144,USR-3036,Email,Email re: Dusk Entertainment - PulseMedia - New Bu,2018-02-05,,Neutral - Information shared,1,61
ACT-8091,OPP-4144,USR-3036,Phone Call,Phone Call re: Dusk Entertainment - PulseMedia - New Bu,2018-02-05,15.0,Negative - Client hesitant,1,61
ACT-8092,OPP-4144,USR-3036,Demo,Demo re: Dusk Entertainment - PulseMedia - New Bu,2018-02-05,30.0,Positive - Client interested,1,61
ACT-8093,OPP-4144,USR-3036,In-Person Meeting,In-Person Meeting re: Dusk Entertainment - PulseMedia - New Bu,2018-02-05,90.0,Positive - Follow up scheduled,0,61
ACT-8094,OPP-4145,USR-3013,Demo,Demo re: Epoch Cosmetics - TalentEdge - Renewal -,2017-01-24,30.0,Neutral - Information shared,0,7
ACT-8095,OPP-4145,USR-3013,Proposal Sent,Proposal Sent re: Epoch Cosmetics - TalentEdge - Renewal -,2017-01-28,90.0,Positive - Follow up scheduled,0,11
ACT-8096,OPP-4145,USR-3013,Email,Email re: Epoch Cosmetics - TalentEdge - Renewal -,2017-02-08,,Positive - Client interested,0,22
ACT-8097,OPP-4145,USR-3013,Video Meeting,Video Meeting re: Epoch Cosmetics - TalentEdge - Renewal -,2017-02-15,90.0,Positive - Follow up scheduled,1,29
ACT-8098,OPP-4145,USR-3013,Phone Call,Phone Call re: Epoch Cosmetics - TalentEdge - Renewal -,2017-02-16,15.0,Neutral - Information shared,1,30
ACT-8099,OPP-4145,USR-3013,Email,Email re: Epoch Cosmetics - TalentEdge - Renewal -,2017-02-16,,Positive - Client interested,1,30
ACT-8100,OPP-4146,USR-3020,Email,Email re: Tau Media - CreativeMotion - Renewal - 2,2017-12-24,,Positive - Follow up scheduled,1,2
ACT-8101,OPP-4146,USR-3020,Email,Email re: Tau Media - CreativeMotion - Renewal - 2,2017-12-30,,Positive - Follow up scheduled,1,8
ACT-8102,OPP-4146,USR-3020,Email,Email re: Tau Media - CreativeMotion - Renewal - 2,2018-01-04,,Neutral - Information shared,1,13
ACT-8103,OPP-4146,USR-3020,Demo,Demo re: Tau Media - CreativeMotion - Renewal - 2,2018-01-08,15.0,Positive - Client interested,1,17
ACT-8104,OPP-4146,USR-3020,In-Person Meeting,In-Person Meeting re: Tau Media - CreativeMotion - Renewal - 2,2018-01-16,60.0,Positive - Follow up scheduled,0,25
ACT-8105,OPP-4146,USR-3020,In-Person Meeting,In-Person Meeting re: Tau Media - CreativeMotion - Renewal - 2,2018-01-17,60.0,Positive - Client interested,1,26
ACT-8106,OPP-4147,USR-3022,Email,Email re: Javelin Fashion - CreativeMotion - Cross,2020-05-19,,,1,6
ACT-8107,OPP-4147,USR-3022,Email,Email re: Javelin Fashion - CreativeMotion - Cross,2020-05-22,,Negative - Client hesitant,0,9
ACT-8108,OPP-4147,USR-3022,Email,Email re: Javelin Fashion - CreativeMotion - Cross,2020-05-29,,,0,16
ACT-8109,OPP-4147,USR-3022,In-Person Meeting,In-Person Meeting re: Javelin Fashion - CreativeMotion - Cross,2020-06-10,30.0,Neutral - Information shared,1,28
ACT-8110,OPP-4147,USR-3022,Email,Email re: Javelin Fashion - CreativeMotion - Cross,2020-06-19,,,0,37
ACT-8111,OPP-4147,USR-3022,Phone Call,Phone Call re: Javelin Fashion - CreativeMotion - Cross,2020-06-19,45.0,Neutral - Information shared,0,37
ACT-8112,OPP-4147,USR-3022,Proposal Sent,Proposal Sent re: Javelin Fashion - CreativeMotion - Cross,2020-06-19,60.0,Positive - Follow up scheduled,1,37
ACT-8113,OPP-4148,USR-3037,Email,Email re: Quartz Cosmetics - PulseMedia - New Busi,2019-08-10,,Positive - Follow up scheduled,0,7
ACT-8114,OPP-4148,USR-3037,Email,Email re: Quartz Cosmetics - PulseMedia - New Busi,2019-08-18,,Positive - Follow up scheduled,1,15
ACT-8115,OPP-4148,USR-3037,Video Meeting,Video Meeting re: Quartz Cosmetics - PulseMedia - New Busi,2019-08-23,90.0,Positive - Client interested,0,20
ACT-8116,OPP-4148,USR-3037,Email,Email re: Quartz Cosmetics - PulseMedia - New Busi,2019-09-05,,Positive - Follow up scheduled,0,33
ACT-8117,OPP-4148,USR-3037,Email,Email re: Quartz Cosmetics - PulseMedia - New Busi,2019-09-18,,Positive - Follow up scheduled,0,46
ACT-8118,OPP-4148,USR-3037,Email,Email re: Quartz Cosmetics - PulseMedia - New Busi,2019-09-23,,Positive - Follow up scheduled,1,51
ACT-8119,OPP-4148,USR-3037,In-Person Meeting,In-Person Meeting re: Quartz Cosmetics - PulseMedia - New Busi,2019-09-24,45.0,Positive - Follow up scheduled,0,52
ACT-8120,OPP-4148,USR-3037,Video Meeting,Video Meeting re: Quartz Cosmetics - PulseMedia - New Busi,2019-09-27,15.0,Positive - Follow up scheduled,1,55
ACT-8121,OPP-4149,USR-3043,In-Person Meeting,In-Person Meeting re: Jolt Entertainment - PulseMedia - Upsell,2019-06-11,30.0,Neutral - Information shared,0,8
ACT-8122,OPP-4149,USR-3043,Video Meeting,Video Meeting re: Jolt Entertainment - PulseMedia - Upsell,2019-06-17,60.0,Neutral - Information shared,1,14
ACT-8123,OPP-4149,USR-3043,In-Person Meeting,In-Person Meeting re: Jolt Entertainment - PulseMedia - Upsell,2019-06-18,30.0,Positive - Follow up scheduled,0,15
ACT-8124,OPP-4149,USR-3043,Demo,Demo re: Jolt Entertainment - PulseMedia - Upsell,2019-06-30,15.0,Positive - Follow up scheduled,1,27
ACT-8125,OPP-4149,USR-3043,Email,Email re: Jolt Entertainment - PulseMedia - Upsell,2019-07-08,,,1,35
ACT-8126,OPP-4149,USR-3043,Email,Email re: Jolt Entertainment - PulseMedia - Upsell,2019-07-08,,Positive - Follow up scheduled,1,35
ACT-8127,OPP-4149,USR-3043,Email,Email re: Jolt Entertainment - PulseMedia - Upsell,2019-07-08,,Negative - Client hesitant,0,35
ACT-8128,OPP-4149,USR-3043,Email,Email re: Jolt Entertainment - PulseMedia - Upsell,2019-07-08,,Positive - Follow up scheduled,0,35
ACT-8129,OPP-4149,USR-3043,Phone Call,Phone Call re: Jolt Entertainment - PulseMedia - Upsell,2019-07-08,60.0,Neutral - Information shared,0,35
ACT-8130,OPP-4150,USR-3058,Phone Call,Phone Call re: Zephyr Athletics - PulseMedia - New Busi,2015-12-03,,Positive - Follow up scheduled,1,6
ACT-8131,OPP-4150,USR-3058,Video Meeting,Video Meeting re: Zephyr Athletics - PulseMedia - New Busi,2015-12-08,60.0,Positive - Moving to next stage,1,11
ACT-8132,OPP-4150,USR-3058,Phone Call,Phone Call re: Zephyr Athletics - PulseMedia - New Busi,2015-12-20,30.0,Positive - Follow up scheduled,0,23
ACT-8133,OPP-4150,USR-3058,Phone Call,Phone Call re: Zephyr Athletics - PulseMedia - New Busi,2015-12-30,,Positive - Follow up scheduled,1,33
ACT-8134,OPP-4150,USR-3058,Email,Email re: Zephyr Athletics - PulseMedia - New Busi,2016-01-02,,Positive - Moving to next stage,1,36
ACT-8135,OPP-4150,USR-3058,Proposal Sent,Proposal Sent re: Zephyr Athletics - PulseMedia - New Busi,2016-01-02,90.0,Neutral - Information shared,0,36
ACT-8136,OPP-4150,USR-3058,In-Person Meeting,In-Person Meeting re: Zephyr Athletics - PulseMedia - New Busi,2016-01-02,,Positive - Moving to next stage,1,36
