line_item_id,opportunity_id,product_id,line_item_name,line_item_type,unit_type,unit_price,quantity,gross_amount,discount_applied_pct,net_amount,is_negotiated,created_date
LI-5590,OPP-4128,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,78399.06,1,78399.06,14.2,67266.39,1,2022-06-21
LI-5591,OPP-4128,PRD-9018,Social Media Management,Social Media Management,per month,13948.98,5,69744.9,6.0,65560.21,1,2022-06-21
LI-5592,OPP-4128,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,8573.64,2,17147.28,13.3,14866.69,1,2022-06-21
LI-5593,OPP-4128,PRD-9022,Content Creation Package,Content Creation Package,flat fee,7947.54,1,7947.54,11.3,7049.47,1,2022-06-21
LI-5594,OPP-4128,PRD-9020,Branding & Identity,Branding & Identity,flat fee,76261.21,1,76261.21,3.2,73820.85,0,2022-06-21
LI-5595,OPP-4129,PRD-9010,Director - Day Rate,Director,per day,29405.66,1,29405.66,8.8,26817.96,1,2023-06-01
LI-5596,OPP-4129,PRD-9012,Content Writer - Day Rate,Content Writer,per day,8510.48,9,76594.32,19.9,61352.05,1,2023-06-01
LI-5597,OPP-4130,PRD-9027,Character License - MG,Character License,flat fee,543500.0,1,543500.0,16.7,452735.5,1,2020-01-21
LI-5598,OPP-4131,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,84.19,120,10102.8,15.5,8536.87,1,2024-01-09
LI-5599,OPP-4131,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,2412.3,5,12061.5,12.5,10553.81,1,2024-01-09
LI-5600,OPP-4131,PRD-9020,Branding & Identity,Branding & Identity,flat fee,10297.44,1,10297.44,7.1,9566.32,1,2024-01-09
LI-5601,OPP-4131,PRD-9022,Content Creation Package,Content Creation Package,flat fee,10267.69,1,10267.69,16.1,8614.59,1,2024-01-09
LI-5602,OPP-4131,PRD-9021,Event Marketing,Event Marketing,flat fee,22586.23,1,22586.23,16.8,18791.74,1,2024-01-09
LI-5603,OPP-4131,PRD-9018,Social Media Management,Social Media Management,per month,4295.88,4,17183.52,23.2,13196.94,1,2024-01-09
LI-5604,OPP-4131,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,33506.66,1,33506.66,21.8,26202.21,1,2024-01-09
LI-5605,OPP-4131,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,26494.28,1,26494.28,6.0,24904.62,1,2024-01-09
LI-5606,OPP-4132,PRD-9028,Sports Logo License,Sports Logo License,flat fee,58618.57,1,58618.57,10.7,52346.38,1,2024-02-18
LI-5607,OPP-4132,PRD-9027,Character License - MG,Character License,flat fee,93888.42,1,93888.42,14.0,80744.04,1,2024-02-18
LI-5608,OPP-4132,PRD-9024,Brand License - Minimum Guarantee,Brand License,flat fee,11977.67,1,11977.67,11.6,10588.26,1,2024-02-18
LI-5609,OPP-4132,PRD-9026,Trademark License Fee,Trademark License Fee,flat fee,28515.34,1,28515.34,13.9,24551.71,1,2024-02-18
LI-5610,OPP-4133,PRD-9021,Event Marketing,Event Marketing,flat fee,37315.34,1,37315.34,0.1,37278.02,0,2015-12-18
LI-5611,OPP-4133,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,42012.44,1,42012.44,2.0,41172.19,0,2015-12-18
LI-5612,OPP-4133,PRD-9022,Content Creation Package,Content Creation Package,flat fee,19172.17,1,19172.17,6.6,17906.81,1,2015-12-18
LI-5613,OPP-4133,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,50811.73,1,50811.73,2.7,49439.81,0,2015-12-18
LI-5614,OPP-4133,PRD-9018,Social Media Management,Social Media Management,per month,12034.28,4,48137.12,1.7,47318.79,0,2015-12-18
LI-5615,OPP-4133,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,6812.32,6,40873.92,7.3,37890.12,1,2015-12-18
LI-5616,OPP-4133,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,143.05,75,10728.75,2.6,10449.8,0,2015-12-18
LI-5617,OPP-4133,PRD-9020,Branding & Identity,Branding & Identity,flat fee,61948.23,1,61948.23,2.2,60585.37,0,2015-12-18
LI-5618,OPP-4134,PRD-9000,Model - Day Rate,Model,per day,1465.46,9,13189.14,14.8,11237.15,1,2018-08-04
LI-5619,OPP-4134,PRD-9004,Creative Director - Day Rate,Creative Director,per day,1225.18,10,12251.8,4.7,11675.97,0,2018-08-04
LI-5620,OPP-4134,PRD-9002,Stylist - Day Rate,Stylist,per day,842.87,4,3371.48,13.6,2912.96,1,2018-08-04
LI-5621,OPP-4134,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,15990.3,1,15990.3,1.5,15750.45,0,2018-08-04
LI-5622,OPP-4134,PRD-9001,Photographer - Day Rate,Photographer,per day,2698.29,9,24284.61,9.1,22074.71,1,2018-08-04
LI-5623,OPP-4134,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,1889.44,4,7557.76,9.6,6832.22,1,2018-08-04
LI-5624,OPP-4134,PRD-9008,Production - Location Rental,Production,flat fee,3354.9,1,3354.9,13.8,2891.92,1,2018-08-04
LI-5625,OPP-4135,PRD-9004,Creative Director - Day Rate,Creative Director,per day,7457.96,10,74579.6,5.0,70850.62,0,2019-05-26
LI-5626,OPP-4135,PRD-9008,Production - Location Rental,Production,flat fee,3090.33,1,3090.33,0.1,3087.24,0,2019-05-26
LI-5627,OPP-4135,PRD-9002,Stylist - Day Rate,Stylist,per day,3694.68,4,14778.72,9.6,13359.96,1,2019-05-26
LI-5628,OPP-4135,PRD-9000,Model - Day Rate,Model,per day,16423.53,1,16423.53,4.6,15668.05,0,2019-05-26
LI-5629,OPP-4135,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,80111.86,1,80111.86,5.7,75545.48,1,2019-05-26
LI-5630,OPP-4135,PRD-9006,Usage Rights - Digital,Usage Rights,flat fee,27015.93,1,27015.93,8.4,24746.59,1,2019-05-26
LI-5631,OPP-4136,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,707.38,30,21221.4,22.5,16446.59,1,2017-07-14
LI-5632,OPP-4136,PRD-9021,Event Marketing,Event Marketing,flat fee,243162.09,1,243162.09,22.2,189180.11,1,2017-07-14
LI-5633,OPP-4136,PRD-9018,Social Media Management,Social Media Management,per month,27116.39,1,27116.39,23.1,20852.5,1,2017-07-14
LI-5634,OPP-4137,PRD-9010,Director - Day Rate,Director,per day,14943.11,6,89658.66,0.5,89210.37,0,2023-11-19
LI-5635,OPP-4137,PRD-9015,Photography Package,Photography Package,flat fee,43298.73,1,43298.73,9.7,39098.75,1,2023-11-19
LI-5636,OPP-4137,PRD-9009,Scriptwriter - Project,Scriptwriter,flat fee,20339.65,1,20339.65,9.6,18387.04,1,2023-11-19
LI-5637,OPP-4137,PRD-9014,Video Production Package,Video Production Package,flat fee,22938.26,1,22938.26,13.0,19956.29,1,2023-11-19
LI-5638,OPP-4137,PRD-9013,Post-Production Fee,Post-Production Fee,flat fee,35764.7,1,35764.7,4.5,34155.29,0,2023-11-19
LI-5639,OPP-4138,PRD-9002,Stylist - Day Rate,Stylist,per day,16515.02,4,66060.08,0.4,65795.84,0,2017-10-28
LI-5640,OPP-4138,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,58439.92,1,58439.92,2.4,57037.36,0,2017-10-28
LI-5641,OPP-4139,PRD-9005,Usage Rights - Print,Usage Rights,flat fee,13757.27,1,13757.27,13.7,11872.52,1,2020-05-17
LI-5642,OPP-4139,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,2211.01,3,6633.03,1.9,6507.0,0,2020-05-17
LI-5643,OPP-4139,PRD-9000,Model - Day Rate,Model,per day,14641.23,2,29282.46,13.4,25358.61,1,2020-05-17
LI-5644,OPP-4139,PRD-9004,Creative Director - Day Rate,Creative Director,per day,4318.09,9,38862.81,4.4,37152.85,0,2020-05-17
LI-5645,OPP-4139,PRD-9002,Stylist - Day Rate,Stylist,per day,5037.95,1,5037.95,12.9,4388.05,1,2020-05-17
LI-5646,OPP-4139,PRD-9006,Usage Rights - Digital,Usage Rights,flat fee,14606.23,1,14606.23,11.5,12926.51,1,2020-05-17
LI-5647,OPP-4139,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,36320.28,1,36320.28,0.5,36138.68,0,2020-05-17
LI-5648,OPP-4140,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,39599.05,1,39599.05,7.5,36629.12,1,2015-12-10
LI-5649,OPP-4140,PRD-9018,Social Media Management,Social Media Management,per month,15983.48,6,95900.88,6.5,89667.32,1,2015-12-10
LI-5650,OPP-4140,PRD-9022,Content Creation Package,Content Creation Package,flat fee,29854.79,1,29854.79,12.0,26272.22,1,2015-12-10
LI-5651,OPP-4140,PRD-9020,Branding & Identity,Branding & Identity,flat fee,103145.31,1,103145.31,8.7,94171.67,1,2015-12-10
LI-5652,OPP-4141,PRD-9008,Production - Location Rental,Production,flat fee,21381.32,1,21381.32,12.7,18665.89,1,2021-08-11
LI-5653,OPP-4141,PRD-9002,Stylist - Day Rate,Stylist,per day,7653.01,6,45918.06,5.7,43300.73,1,2021-08-11
LI-5654,OPP-4141,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,131700.61,1,131700.61,1.3,129988.5,0,2021-08-11
LI-5655,OPP-4142,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,3700.88,5,18504.4,9.4,16764.99,1,2016-09-20
LI-5656,OPP-4142,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,128.23,65,8334.95,1.1,8243.27,0,2016-09-20
LI-5657,OPP-4142,PRD-9021,Event Marketing,Event Marketing,flat fee,12915.01,1,12915.01,3.7,12437.15,0,2016-09-20
LI-5658,OPP-4142,PRD-9022,Content Creation Package,Content Creation Package,flat fee,22745.43,1,22745.43,9.4,20607.36,1,2016-09-20
LI-5659,OPP-4143,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,13720.16,3,41160.48,38.9,25149.05,1,2021-11-23
LI-5660,OPP-4143,PRD-9021,Event Marketing,Event Marketing,flat fee,79779.84,1,79779.84,5.1,75711.07,1,2021-11-23
LI-5661,OPP-4143,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,29633.49,1,29633.49,17.6,24418.0,1,2021-11-23
LI-5662,OPP-4143,PRD-9020,Branding & Identity,Branding & Identity,flat fee,44288.22,1,44288.22,30.2,30913.18,1,2021-11-23
LI-5663,OPP-4143,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,19637.98,1,19637.98,34.5,12862.88,1,2021-11-23
LI-5664,OPP-4144,PRD-9020,Branding & Identity,Branding & Identity,flat fee,74043.0,1,74043.0,3.3,71599.58,0,2017-12-06
LI-5665,OPP-4144,PRD-9018,Social Media Management,Social Media Management,per month,30452.0,1,30452.0,3.5,29386.18,0,2017-12-06
LI-5666,OPP-4144,PRD-9021,Event Marketing,Event Marketing,flat fee,63131.13,1,63131.13,0.7,62689.21,0,2017-12-06
LI-5667,OPP-4144,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,15305.47,1,15305.47,4.3,14647.33,0,2017-12-06
LI-5668,OPP-4144,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,165568.4,1,165568.4,2.0,162257.03,0,2017-12-06
LI-5669,OPP-4145,PRD-9008,Production - Location Rental,Production,flat fee,12807.41,1,12807.41,22.7,9900.13,1,2017-01-17
LI-5670,OPP-4145,PRD-9002,Stylist - Day Rate,Stylist,per day,7138.52,5,35692.6,1.3,35228.6,0,2017-01-17
LI-5671,OPP-4146,PRD-9009,Scriptwriter - Project,Scriptwriter,flat fee,22048.66,1,22048.66,48.2,11421.21,1,2017-12-22
LI-5672,OPP-4146,PRD-9012,Content Writer - Day Rate,Content Writer,per day,4667.43,6,28004.58,28.4,20051.28,1,2017-12-22
LI-5673,OPP-4146,PRD-9014,Video Production Package,Video Production Package,flat fee,143482.74,1,143482.74,4.4,137169.5,0,2017-12-22
LI-5674,OPP-4146,PRD-9011,Designer - Day Rate,Designer,per day,6491.0,4,25964.0,3.5,25055.26,0,2017-12-22
LI-5675,OPP-4147,PRD-9014,Video Production Package,Video Production Package,flat fee,56685.27,1,56685.27,7.3,52547.25,1,2020-05-13
LI-5676,OPP-4147,PRD-9010,Director - Day Rate,Director,per day,6580.04,6,39480.24,10.9,35176.89,1,2020-05-13
LI-5677,OPP-4147,PRD-9012,Content Writer - Day Rate,Content Writer,per day,2229.31,8,17834.48,3.2,17263.78,0,2020-05-13
LI-5678,OPP-4148,PRD-9018,Social Media Management,Social Media Management,per month,16492.78,2,32985.56,0.9,32688.69,0,2019-08-03
LI-5679,OPP-4148,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,6207.36,3,18622.08,4.1,17858.57,0,2019-08-03
LI-5680,OPP-4148,PRD-9022,Content Creation Package,Content Creation Package,flat fee,35556.21,1,35556.21,4.7,33885.07,0,2019-08-03
LI-5681,OPP-4148,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,44483.54,1,44483.54,5.2,42170.4,1,2019-08-03
LI-5682,OPP-4148,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,98.29,70,6880.3,14.0,5917.06,1,2019-08-03
LI-5683,OPP-4148,PRD-9020,Branding & Identity,Branding & Identity,flat fee,10504.68,1,10504.68,7.8,9685.31,1,2019-08-03
LI-5684,OPP-4148,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,72467.68,1,72467.68,4.4,69279.1,0,2019-08-03
LI-5685,OPP-4149,PRD-9022,Content Creation Package,Content Creation Package,flat fee,34399.54,1,34399.54,4.8,32748.36,0,2019-06-03
LI-5686,OPP-4149,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,81662.2,1,81662.2,0.4,81335.55,0,2019-06-03
LI-5687,OPP-4149,PRD-9018,Social Media Management,Social Media Management,per month,21059.43,6,126356.58,2.4,123324.02,0,2019-06-03
LI-5688,OPP-4149,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,48572.27,1,48572.27,6.3,45512.22,1,2019-06-03
LI-5689,OPP-4149,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,6096.57,1,6096.57,6.2,5718.58,1,2019-06-03
LI-5690,OPP-4149,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,228.18,52,11865.36,8.7,10833.07,1,2019-06-03
LI-5691,OPP-4149,PRD-9020,Branding & Identity,Branding & Identity,flat fee,58759.11,1,58759.11,11.0,52295.61,1,2019-06-03
LI-5692,OPP-4149,PRD-9021,Event Marketing,Event Marketing,flat fee,27288.3,1,27288.3,5.2,25869.31,1,2019-06-03
LI-5693,OPP-4150,PRD-9018,Social Media Management,Social Media Management,per month,13258.58,4,53034.32,4.3,50753.84,0,2015-11-27
LI-5694,OPP-4150,PRD-9022,Content Creation Package,Content Creation Package,flat fee,84324.32,1,84324.32,1.4,83143.78,0,2015-11-27
LI-5695,OPP-4150,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,419.02,60,25141.2,6.2,23582.45,1,2015-11-27
LI-5696,OPP-4151,PRD-9024,Brand License - Minimum Guarantee,Brand License,flat fee,762020.57,1,762020.57,32.1,517411.97,1,2021-08-02
LI-5697,OPP-4151,PRD-9029,Territory Rights Fee,Territory Rights Fee,flat fee,52776.6,1,52776.6,22.5,40901.86,1,2021-08-02
LI-5698,OPP-4151,PRD-9025,Royalty Agreement Setup,Royalty Agreement Setup,flat fee,47702.83,1,47702.83,1.7,46891.88,0,2021-08-02
LI-5699,OPP-4152,PRD-9004,Creative Director - Day Rate,Creative Director,per day,8684.29,4,34737.16,9.2,31541.34,1,2024-04-17
LI-5700,OPP-4152,PRD-9005,Usage Rights - Print,Usage Rights,flat fee,11700.47,1,11700.47,8.5,10705.93,1,2024-04-17
LI-5701,OPP-4152,PRD-9002,Stylist - Day Rate,Stylist,per day,2768.04,6,16608.24,3.5,16026.95,0,2024-04-17
LI-5702,OPP-4152,PRD-9008,Production - Location Rental,Production,flat fee,10954.15,1,10954.15,4.2,10494.08,0,2024-04-17
LI-5703,OPP-4153,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,340.44,36,12255.84,8.9,11165.07,1,2020-09-01
LI-5704,OPP-4153,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,135087.46,1,135087.46,9.8,121848.89,1,2020-09-01
LI-5705,OPP-4153,PRD-9020,Branding & Identity,Branding & Identity,flat fee,100038.51,1,100038.51,13.7,86333.23,1,2020-09-01
LI-5706,OPP-4153,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,16654.57,4,66618.28,6.2,62487.95,1,2020-09-01
LI-5707,OPP-4154,PRD-9026,Trademark License Fee,Trademark License Fee,flat fee,1200000.0,1,1200000.0,1.8,1178400.0,0,2021-11-21
LI-5708,OPP-4155,PRD-9012,Content Writer - Day Rate,Content Writer,per day,1268.08,8,10144.64,15.4,8582.37,1,2017-06-07
LI-5709,OPP-4155,PRD-9014,Video Production Package,Video Production Package,flat fee,59141.93,1,59141.93,1.9,58018.23,0,2017-06-07
LI-5710,OPP-4155,PRD-9009,Scriptwriter - Project,Scriptwriter,flat fee,32415.54,1,32415.54,14.4,27747.7,1,2017-06-07
LI-5711,OPP-4155,PRD-9011,Designer - Day Rate,Designer,per day,5267.69,6,31606.14,9.2,28698.38,1,2017-06-07
LI-5712,OPP-4155,PRD-9013,Post-Production Fee,Post-Production Fee,flat fee,41534.9,1,41534.9,4.7,39582.76,0,2017-06-07
LI-5713,OPP-4155,PRD-9015,Photography Package,Photography Package,flat fee,25156.88,1,25156.88,7.9,23169.49,1,2017-06-07
LI-5714,OPP-4156,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,120969.56,1,120969.56,22.8,93388.5,1,2018-07-12
LI-5715,OPP-4156,PRD-9022,Content Creation Package,Content Creation Package,flat fee,77191.11,1,77191.11,0.9,76496.39,0,2018-07-12
LI-5716,OPP-4156,PRD-9020,Branding & Identity,Branding & Identity,flat fee,28450.7,1,28450.7,3.1,27568.73,0,2018-07-12
LI-5717,OPP-4156,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,556.95,77,42885.15,13.0,37310.08,1,2018-07-12
LI-5718,OPP-4156,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,24839.7,5,124198.5,27.8,89671.32,1,2018-07-12
LI-5719,OPP-4156,PRD-9018,Social Media Management,Social Media Management,per month,21260.93,5,106304.65,19.5,85575.24,1,2018-07-12
LI-5720,OPP-4157,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,117.98,30,3539.4,12.4,3100.51,1,2017-04-24
LI-5721,OPP-4157,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,15898.1,1,15898.1,12.0,13990.33,1,2017-04-24
LI-5722,OPP-4157,PRD-9022,Content Creation Package,Content Creation Package,flat fee,5468.4,1,5468.4,15.9,4598.92,1,2017-04-24
LI-5723,OPP-4157,PRD-9018,Social Media Management,Social Media Management,per month,8051.54,1,8051.54,7.3,7463.78,1,2017-04-24
LI-5724,OPP-4157,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,3342.89,6,20057.34,8.5,18352.47,1,2017-04-24
LI-5725,OPP-4157,PRD-9021,Event Marketing,Event Marketing,flat fee,31554.87,1,31554.87,0.7,31333.99,0,2017-04-24
LI-5726,OPP-4157,PRD-9020,Branding & Identity,Branding & Identity,flat fee,32430.22,1,32430.22,15.4,27435.97,1,2017-04-24
LI-5727,OPP-4158,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,448.39,5,2241.95,32.6,1511.07,1,2024-10-09
LI-5728,OPP-4158,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,7120.54,1,7120.54,5.2,6750.27,1,2024-10-09
LI-5729,OPP-4158,PRD-9004,Creative Director - Day Rate,Creative Director,per day,686.46,9,6178.14,0.3,6159.61,0,2024-10-09
LI-5730,OPP-4158,PRD-9001,Photographer - Day Rate,Photographer,per day,1122.7,7,7858.9,9.0,7151.6,1,2024-10-09
LI-5731,OPP-4158,PRD-9000,Model - Day Rate,Model,per day,1733.16,7,12132.12,19.8,9729.96,1,2024-10-09
LI-5732,OPP-4158,PRD-9005,Usage Rights - Print,Usage Rights,flat fee,2116.76,1,2116.76,3.6,2040.56,0,2024-10-09
LI-5733,OPP-4158,PRD-9002,Stylist - Day Rate,Stylist,per day,970.32,5,4851.6,11.4,4298.52,1,2024-10-09
LI-5734,OPP-4159,PRD-9012,Content Writer - Day Rate,Content Writer,per day,1219.4,7,8535.8,4.4,8160.22,0,2020-12-09
LI-5735,OPP-4159,PRD-9011,Designer - Day Rate,Designer,per day,1104.86,5,5524.3,6.0,5192.84,1,2020-12-09
LI-5736,OPP-4159,PRD-9015,Photography Package,Photography Package,flat fee,12364.2,1,12364.2,6.0,11622.35,1,2020-12-09
LI-5737,OPP-4159,PRD-9014,Video Production Package,Video Production Package,flat fee,40898.31,1,40898.31,5.9,38485.31,1,2020-12-09
LI-5738,OPP-4159,PRD-9009,Scriptwriter - Project,Scriptwriter,flat fee,14177.37,1,14177.37,4.7,13511.03,0,2020-12-09
LI-5739,OPP-4160,PRD-9006,Usage Rights - Digital,Usage Rights,flat fee,3341.61,1,3341.61,8.1,3070.94,1,2019-06-11
LI-5740,OPP-4160,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,1273.13,2,2546.26,2.6,2480.06,0,2019-06-11
LI-5741,OPP-4160,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,17015.42,1,17015.42,5.4,16096.59,1,2019-06-11
LI-5742,OPP-4160,PRD-9004,Creative Director - Day Rate,Creative Director,per day,2129.64,9,19166.76,2.9,18610.92,0,2019-06-11
LI-5743,OPP-4160,PRD-9002,Stylist - Day Rate,Stylist,per day,1553.75,8,12430.0,5.0,11808.5,0,2019-06-11
LI-5744,OPP-4161,PRD-9011,Designer - Day Rate,Designer,per day,6729.12,7,47103.84,5.3,44607.34,1,2017-05-21
LI-5745,OPP-4161,PRD-9015,Photography Package,Photography Package,flat fee,81396.18,1,81396.18,2.9,79035.69,0,2017-05-21
LI-5746,OPP-4162,PRD-9005,Usage Rights - Print,Usage Rights,flat fee,16007.94,1,16007.94,5.5,15127.5,1,2023-11-17
LI-5747,OPP-4162,PRD-9008,Production - Location Rental,Production,flat fee,7492.06,1,7492.06,2.5,7304.76,0,2023-11-17
LI-5748,OPP-4163,PRD-9024,Brand License - Minimum Guarantee,Brand License,flat fee,666644.05,1,666644.05,17.6,549314.7,1,2023-02-26
LI-5749,OPP-4163,PRD-9025,Royalty Agreement Setup,Royalty Agreement Setup,flat fee,5404.31,1,5404.31,17.9,4436.94,1,2023-02-26
LI-5750,OPP-4163,PRD-9027,Character License - MG,Character License,flat fee,527951.64,1,527951.64,11.9,465125.39,1,2023-02-26
LI-5751,OPP-4164,PRD-9022,Content Creation Package,Content Creation Package,flat fee,41072.74,1,41072.74,3.5,39635.19,0,2020-07-14
LI-5752,OPP-4164,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,84563.76,1,84563.76,1.0,83718.12,0,2020-07-14
LI-5753,OPP-4164,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,12863.08,2,25726.16,8.7,23487.98,1,2020-07-14
LI-5754,OPP-4164,PRD-9020,Branding & Identity,Branding & Identity,flat fee,74589.03,1,74589.03,4.3,71381.7,0,2020-07-14
LI-5755,OPP-4164,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,90063.31,1,90063.31,13.2,78174.95,1,2020-07-14
LI-5756,OPP-4164,PRD-9021,Event Marketing,Event Marketing,flat fee,121490.1,1,121490.1,14.4,103995.53,1,2020-07-14
LI-5757,OPP-4164,PRD-9018,Social Media Management,Social Media Management,per month,15623.73,4,62494.92,1.0,61869.97,0,2020-07-14
LI-5758,OPP-4165,PRD-9001,Photographer - Day Rate,Photographer,per day,7240.67,5,36203.35,15.6,30555.63,1,2022-11-19
LI-5759,OPP-4165,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,2299.98,9,20699.82,13.2,17967.44,1,2022-11-19
LI-5760,OPP-4165,PRD-9004,Creative Director - Day Rate,Creative Director,per day,6259.24,8,50073.92,5.5,47319.85,1,2022-11-19
LI-5761,OPP-4165,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,21776.39,1,21776.39,6.5,20360.92,1,2022-11-19
LI-5762,OPP-4165,PRD-9005,Usage Rights - Print,Usage Rights,flat fee,4246.53,1,4246.53,13.4,3677.49,1,2022-11-19
LI-5763,OPP-4166,PRD-9014,Video Production Package,Video Production Package,flat fee,77129.62,1,77129.62,12.1,67796.94,1,2016-05-14
LI-5764,OPP-4166,PRD-9012,Content Writer - Day Rate,Content Writer,per day,2639.17,9,23752.53,4.6,22659.91,0,2016-05-14
LI-5765,OPP-4166,PRD-9015,Photography Package,Photography Package,flat fee,43821.65,1,43821.65,11.6,38738.34,1,2016-05-14
LI-5766,OPP-4166,PRD-9011,Designer - Day Rate,Designer,per day,2296.22,1,2296.22,1.8,2254.89,0,2016-05-14
LI-5767,OPP-4167,PRD-9014,Video Production Package,Video Production Package,flat fee,59140.6,1,59140.6,6.3,55414.74,1,2021-09-02
LI-5768,OPP-4167,PRD-9015,Photography Package,Photography Package,flat fee,13616.1,1,13616.1,1.4,13425.47,0,2021-09-02
LI-5769,OPP-4167,PRD-9012,Content Writer - Day Rate,Content Writer,per day,1245.99,10,12459.9,15.7,10503.7,1,2021-09-02
LI-5770,OPP-4167,PRD-9013,Post-Production Fee,Post-Production Fee,flat fee,13219.73,1,13219.73,9.8,11924.2,1,2021-09-02
LI-5771,OPP-4167,PRD-9010,Director - Day Rate,Director,per day,4294.81,7,30063.67,16.6,25073.1,1,2021-09-02
LI-5772,OPP-4168,PRD-9020,Branding & Identity,Branding & Identity,flat fee,125921.13,1,125921.13,2.8,122395.34,0,2019-09-23
LI-5773,OPP-4168,PRD-9022,Content Creation Package,Content Creation Package,flat fee,98857.75,1,98857.75,1.6,97276.03,0,2019-09-23
LI-5774,OPP-4168,PRD-9018,Social Media Management,Social Media Management,per month,58878.87,3,176636.61,4.6,168511.33,0,2019-09-23
LI-5775,OPP-4168,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,2218.31,21,46584.51,5.6,43975.78,1,2019-09-23
LI-5776,OPP-4169,PRD-9000,Model - Day Rate,Model,per day,6740.22,2,13480.44,6.4,12617.69,1,2021-12-21
LI-5777,OPP-4169,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,828.43,10,8284.3,8.1,7613.27,1,2021-12-21
LI-5778,OPP-4169,PRD-9002,Stylist - Day Rate,Stylist,per day,2873.53,10,28735.3,8.0,26436.48,1,2021-12-21
LI-5779,OPP-4170,PRD-9027,Character License - MG,Character License,flat fee,274940.62,1,274940.62,29.9,192733.37,1,2018-03-01
LI-5780,OPP-4170,PRD-9026,Trademark License Fee,Trademark License Fee,flat fee,106318.28,1,106318.28,18.6,86543.08,1,2018-03-01
LI-5781,OPP-4170,PRD-9024,Brand License - Minimum Guarantee,Brand License,flat fee,516241.1,1,516241.1,1.7,507465.0,0,2018-03-01
LI-5782,OPP-4171,PRD-9014,Video Production Package,Video Production Package,flat fee,87474.47,1,87474.47,16.3,73216.13,1,2015-01-07
LI-5783,OPP-4171,PRD-9011,Designer - Day Rate,Designer,per day,7341.84,3,22025.52,11.5,19492.59,1,2015-01-07
LI-5784,OPP-4172,PRD-9006,Usage Rights - Digital,Usage Rights,flat fee,23706.97,1,23706.97,3.1,22972.05,0,2023-12-01
LI-5785,OPP-4172,PRD-9008,Production - Location Rental,Production,flat fee,14120.43,1,14120.43,8.1,12976.68,1,2023-12-01
